,Estado,Situação Sensitária,Acesso a internet em casa,Acesso através de 3g ou 4g,Renda domiciliar mensal per capita,Movel_Total,Fixa_Total
81994,33,1,Não,,850.0,,
81995,33,1,Não,,800.0,,
81996,33,1,Sim,Sim,724.0,Urb,Urb
81997,33,1,Sim,Sim,181.0,Urb,Urb
81998,33,1,Sim,Sim,276.0,Urb,Urb
81999,33,1,Não,,75.0,,
82000,33,1,Não,,724.0,,
82001,33,1,Não,,400.0,,
82002,33,1,Sim,Sim,1491.0,Urb,Urb
82003,33,1,Sim,Sim,482.0,Urb,Urb
82004,33,1,Sim,Sim,500.0,Urb,Urb
82005,33,1,Sim,Não,201.0,Urb,
82006,33,1,Sim,Sim,600.0,Urb,Urb
82007,33,1,Não,,308.0,,
82008,33,1,Não,,450.0,,
82009,33,1,Sim,Sim,219.0,Urb,Urb
82010,33,1,Não,,406.0,,
82011,33,1,Não,,33.0,,
82012,33,1,Sim,Sim,1050.0,Urb,Urb
82013,33,1,Não,,60.0,,
82014,33,1,Não,,740.0,,
82016,33,1,Sim,Não,500.0,Urb,
82017,33,1,Não,,181.0,,
82018,33,1,Sim,Sim,250.0,Urb,Urb
82019,33,1,Não,,775.0,,
82020,33,1,Sim,Não,500.0,Urb,
82022,33,1,Não,,900.0,,
82023,33,1,Não,,798.0,,
82024,33,1,Não,,905.0,,
82025,33,1,Não,,482.0,,
82027,33,1,Sim,Sim,1400.0,Urb,Urb
82029,33,1,Sim,Sim,1300.0,Urb,Urb
82030,33,1,Sim,Sim,450.0,Urb,Urb
82031,33,1,Sim,Sim,856.0,Urb,Urb
82032,33,1,Não,,550.0,,
82033,33,1,Não,,362.0,,
82034,33,1,Não,,983.0,,
82036,33,1,Não,,350.0,,
82037,33,1,Sim,Sim,500.0,Urb,Urb
82038,33,1,Não,,724.0,,
82039,33,1,Não,,1600.0,,
82040,33,1,Sim,Sim,2650.0,Urb,Urb
82041,33,1,Não,,1291.0,,
82043,33,1,Sim,Sim,666.0,Urb,Urb
82044,33,1,Sim,Não,1062.0,Urb,
82045,33,1,Sim,Sim,704.0,Urb,Urb
82046,33,1,Sim,Sim,1875.0,Urb,Urb
82048,33,1,Sim,Sim,1350.0,Urb,Urb
82049,33,1,Não,,600.0,,
82050,33,1,Sim,Sim,1000.0,Urb,Urb
82051,33,1,Sim,Sim,1200.0,Urb,Urb
82052,33,1,Não,,450.0,,
82053,33,1,Sim,Sim,233.0,Urb,Urb
82058,33,1,Não,,1400.0,,
82060,33,1,Não,,526.0,,
82062,33,1,Não,,638.0,,
82064,33,1,Sim,Não,1066.0,Urb,
82065,33,1,Não,,1190.0,,
82066,33,1,Sim,Sim,475.0,Urb,Urb
82067,33,1,Sim,Não,525.0,Urb,
82068,33,1,Não,,1700.0,,
82070,33,1,Não,,1448.0,,
82071,33,1,Não,,724.0,,
82072,33,1,Não,,2104.0,,
82073,33,1,Não,,600.0,,
82078,33,1,Não,,900.0,,
82079,33,1,Não,,724.0,,
82080,33,1,Não,,1086.0,,
82081,33,1,Sim,Sim,2340.0,Urb,Urb
82082,33,1,Não,,1300.0,,
82083,33,1,Sim,Sim,618.0,Urb,Urb
82084,33,1,Não,,1062.0,,
82087,33,1,Sim,Sim,1050.0,Urb,Urb
82089,33,1,Não,,316.0,,
82093,33,1,Sim,Não,370.0,Urb,
82094,33,1,Não,,264.0,,
82095,33,1,Sim,Não,1500.0,Urb,
82096,33,1,Sim,Não,1000.0,Urb,
82097,33,1,Não,,232.0,,
82100,33,1,Não,,1300.0,,
82101,33,1,Não,,1333.0,,
82103,33,1,Sim,Sim,1450.0,Urb,Urb
82105,33,1,Sim,Sim,2150.0,Urb,Urb
82106,33,1,Sim,Não,1750.0,Urb,
82107,33,1,Sim,Não,2274.0,Urb,
82109,33,1,Sim,Não,845.0,Urb,
82110,33,1,Não,,362.0,,
82113,33,1,Sim,Sim,1448.0,Urb,Urb
82122,33,1,Não,,1212.0,,
82123,33,1,Sim,Sim,4666.0,Urb,Urb
82124,33,1,Sim,Não,14800.0,Urb,
82127,33,1,Sim,Sim,2900.0,Urb,Urb
82128,33,1,Sim,Não,750.0,Urb,
82129,33,1,Sim,Sim,1800.0,Urb,Urb
82130,33,1,Sim,Sim,1100.0,Urb,Urb
82131,33,1,Sim,Não,4425.0,Urb,
82132,33,1,Não,,508.0,,
82133,33,1,Não,,483.0,,
82134,33,1,Não,,962.0,,
82135,33,1,Não,,740.0,,
82136,33,1,Sim,Não,546.0,Urb,
82137,33,1,Não,,733.0,,
82139,33,1,Sim,Sim,666.0,Urb,Urb
82140,33,1,Sim,Não,631.0,Urb,
82141,33,1,Não,,900.0,,
82142,33,1,Sim,Não,466.0,Urb,
82143,33,1,Sim,Sim,800.0,Urb,Urb
82144,33,1,Não,,448.0,,
82145,33,1,Não,,425.0,,
82147,33,1,Não,,355.0,,
82152,33,1,Sim,Sim,1500.0,Urb,Urb
82153,33,1,Sim,Não,1308.0,Urb,
82155,33,1,Não,,2500.0,,
82158,33,1,Não,,2000.0,,
82159,33,1,Não,,352.0,,
82160,33,1,Não,,2000.0,,
82164,33,1,Sim,Não,263.0,Urb,
82167,33,1,Sim,Sim,1500.0,Urb,Urb
82168,33,1,Sim,Sim,724.0,Urb,Urb
82177,33,1,Sim,Sim,901.0,Urb,Urb
82183,33,1,Sim,Não,4310.0,Urb,
82184,33,1,Sim,Sim,1500.0,Urb,Urb
82185,33,1,Sim,Não,482.0,Urb,
82187,33,1,Sim,Não,1833.0,Urb,
82189,33,1,Sim,Sim,1800.0,Urb,Urb
82190,33,1,Sim,Sim,1240.0,Urb,Urb
82191,33,1,Sim,Sim,1833.0,Urb,Urb
82193,33,1,Sim,Sim,1195.0,Urb,Urb
82194,33,1,Sim,Sim,1500.0,Urb,Urb
82195,33,1,Não,,1289.0,,
82196,33,1,Não,,700.0,,
82197,33,1,Não,,3600.0,,
82198,33,1,Sim,Sim,1539.0,Urb,Urb
82203,33,1,Sim,Não,1280.0,Urb,
82205,33,1,Sim,Sim,6162.0,Urb,Urb
82206,33,1,Sim,Não,1251.0,Urb,
82209,33,1,Sim,Não,1950.0,Urb,
82211,33,1,Não,,754.0,,
82212,33,1,Não,,313.0,,
82214,33,1,Não,,1300.0,,
82216,33,1,Sim,Sim,6900.0,Urb,Urb
82219,33,1,Sim,Sim,300.0,Urb,Urb
82223,33,1,Sim,Sim,482.0,Urb,Urb
82227,33,1,Sim,Sim,512.0,Urb,Urb
82228,33,1,Não,,1412.0,,
82229,33,1,Sim,Não,1400.0,Urb,
82231,33,1,Sim,Sim,1324.0,Urb,Urb
82232,33,1,Sim,Sim,833.0,Urb,Urb
82233,33,1,Sim,Sim,1149.0,Urb,Urb
82237,33,1,Sim,Sim,4500.0,Urb,Urb
82239,33,1,Não,,724.0,,
82240,33,1,Sim,Não,1000.0,Urb,
82241,33,1,Não,,3200.0,,
82242,33,1,Sim,Sim,308.0,Urb,Urb
82243,33,1,Não,,903.0,,
82245,33,1,Sim,Sim,418.0,Urb,Urb
82246,33,1,Não,,553.0,,
82247,33,1,Não,,550.0,,
82249,33,1,Não,,724.0,,
82250,33,1,Não,,303.0,,
82251,33,1,Não,,662.0,,
82252,33,1,Não,,702.0,,
82253,33,1,Não,,1362.0,,
82254,33,1,Sim,Sim,1212.0,Urb,Urb
82255,33,1,Não,,440.0,,
82256,33,1,Não,,166.0,,
82257,33,1,Não,,334.0,,
82258,33,1,Não,,862.0,,
82259,33,1,Não,,666.0,,
82260,33,1,Sim,Sim,2000.0,Urb,Urb
82273,33,1,Sim,Sim,500.0,Urb,Urb
82289,33,1,Sim,Não,550.0,Urb,
82298,33,1,Não,,3000.0,,
82300,33,1,Não,,628.0,,
82304,33,1,Não,,500.0,,
82305,33,1,Sim,Sim,600.0,Urb,Urb
82307,33,1,Não,,846.0,,
82310,33,1,Sim,Não,866.0,Urb,
82315,33,1,Sim,Não,450.0,Urb,
82317,33,1,Sim,Não,260.0,Urb,
82318,33,1,Sim,Sim,1750.0,Urb,Urb
82319,33,1,Sim,Sim,562.0,Urb,Urb
82320,33,1,Sim,Sim,2333.0,Urb,Urb
82321,33,1,Não,,974.0,,
82322,33,1,Sim,Sim,1000.0,Urb,Urb
82323,33,1,Não,,482.0,,
82324,33,1,Não,,850.0,,
82325,33,1,Sim,Sim,433.0,Urb,Urb
82326,33,1,Não,,1195.0,,
82327,33,1,Sim,Sim,783.0,Urb,Urb
82328,33,1,Sim,Sim,1450.0,Urb,Urb
82330,33,1,Sim,Sim,1483.0,Urb,Urb
82331,33,1,Sim,Sim,574.0,Urb,Urb
82332,33,1,Sim,Sim,1260.0,Urb,Urb
82333,33,1,Não,,1086.0,,
82334,33,1,Não,,60.0,,
82335,33,1,Não,,350.0,,
82336,33,1,Sim,Não,1025.0,Urb,
82337,33,1,Sim,Sim,200.0,Urb,Urb
82338,33,1,Não,,362.0,,
82339,33,1,Não,,241.0,,
82340,33,1,Não,,548.0,,
82341,33,1,Sim,Sim,300.0,Urb,Urb
82342,33,1,Sim,Não,144.0,Urb,
82343,33,1,Não,,400.0,,
82344,33,1,Não,,862.0,,
82345,33,1,Não,,500.0,,
82348,33,1,Sim,Sim,281.0,Urb,Urb
82349,33,1,Sim,Sim,4975.0,Urb,Urb
82350,33,1,Não,,537.0,,
82351,33,1,Não,,787.0,,
82352,33,1,Não,,375.0,,
82354,33,1,Não,,225.0,,
82355,33,1,Sim,Sim,1033.0,Urb,Urb
82356,33,1,Sim,Sim,604.0,Urb,Urb
82357,33,1,Não,,325.0,,
82358,33,1,Não,,458.0,,
82359,33,1,Sim,Sim,892.0,Urb,Urb
82360,33,1,Não,,724.0,,
82361,33,1,Não,,1891.0,,
82362,33,1,Sim,Sim,841.0,Urb,Urb
82363,33,1,Não,,294.0,,
82364,33,1,Não,,1000.0,,
82365,33,1,Sim,Sim,633.0,Urb,Urb
82366,33,1,Sim,Não,2125.0,Urb,
82367,33,1,Não,,108.0,,
82368,33,1,Sim,Sim,525.0,Urb,Urb
82369,33,1,Não,,362.0,,
82370,33,1,Não,,900.0,,
82371,33,1,Não,,396.0,,
82372,33,1,Não,,500.0,,
82373,33,1,Não,,800.0,,
82374,33,1,Sim,Não,402.0,Urb,
82375,33,1,Sim,Sim,400.0,Urb,Urb
82377,33,1,Sim,Sim,579.0,Urb,Urb
82379,33,1,Sim,Não,833.0,Urb,
82380,33,1,Não,,362.0,,
82381,33,1,Sim,Não,724.0,Urb,
82383,33,1,Sim,Sim,1400.0,Urb,Urb
82384,33,1,Não,,724.0,,
82385,33,1,Não,,1100.0,,
82387,33,1,Não,,362.0,,
82388,33,1,Sim,Sim,635.0,Urb,Urb
82389,33,1,Não,,1200.0,,
82392,33,1,Sim,Sim,2512.0,Urb,Urb
82393,33,1,Não,,550.0,,
82394,33,1,Sim,Não,1375.0,Urb,
82395,33,1,Sim,Não,3292.0,Urb,
82396,33,1,Não,,66.0,,
82397,33,1,Sim,Sim,733.0,Urb,Urb
82400,33,1,Não,,840.0,,
82401,33,1,Sim,Não,452.0,Urb,
82402,33,1,Sim,Sim,1220.0,Urb,Urb
82403,33,1,Não,,247.0,,
82406,33,1,Não,,2600.0,,
82407,33,1,Não,,1066.0,,
82408,33,1,Não,,469.0,,
82409,33,1,Não,,305.0,,
82410,33,1,Não,,750.0,,
82411,33,1,Sim,Sim,1200.0,Urb,Urb
82412,33,1,Não,,750.0,,
82413,33,1,Não,,201.0,,
82414,33,1,Não,,936.0,,
82415,33,1,Sim,Não,1246.0,Urb,
82416,33,1,Sim,Sim,420.0,Urb,Urb
82418,33,1,Não,,900.0,,
82420,33,1,Não,,0.0,,
82421,33,1,Não,,520.0,,
82422,33,1,Sim,Não,600.0,Urb,
82423,33,1,Não,,963.0,,
82424,33,1,Sim,Não,612.0,Urb,
82425,33,1,Sim,Não,500.0,Urb,
82427,33,1,Não,,824.0,,
82428,33,1,Sim,Não,662.0,Urb,
82429,33,1,Sim,Não,500.0,Urb,
82430,33,1,Sim,Não,990.0,Urb,
82432,33,1,Sim,Não,500.0,Urb,
82433,33,1,Sim,Sim,290.0,Urb,Urb
82434,33,1,Não,,724.0,,
82435,33,1,Sim,Não,1600.0,Urb,
82436,33,1,Não,,400.0,,
82437,33,1,Não,,1149.0,,
82438,33,1,Não,,762.0,,
82439,33,1,Não,,362.0,,
82440,33,1,Sim,Não,533.0,Urb,
82441,33,1,Sim,Não,1074.0,Urb,
82442,33,1,Não,,1200.0,,
82443,33,1,Sim,Não,259.0,Urb,
82444,33,1,Sim,Não,1475.0,Urb,
82445,33,1,Sim,Não,300.0,Urb,
82446,33,1,Não,,800.0,,
82447,33,1,Sim,Não,480.0,Urb,
82448,33,1,Não,,1000.0,,
82449,33,1,Sim,Sim,1006.0,Urb,Urb
82450,33,1,Não,,500.0,,
82451,33,1,Sim,Não,362.0,Urb,
82452,33,1,Sim,Não,362.0,Urb,
82453,33,1,Sim,Não,300.0,Urb,
82455,33,1,Não,,362.0,,
82456,33,1,Sim,Sim,1686.0,Urb,Urb
82457,33,1,Sim,Sim,456.0,Urb,Urb
82459,33,1,Sim,Não,1000.0,Urb,
82460,33,1,Não,,0.0,,
82461,33,1,Sim,Sim,1116.0,Urb,Urb
82462,33,1,Não,,724.0,,
82463,33,1,Não,,362.0,,
82464,33,1,Sim,Sim,2066.0,Urb,Urb
82465,33,1,Sim,Não,1500.0,Urb,
82466,33,1,Não,,724.0,,
82467,33,1,Não,,547.0,,
82468,33,1,Sim,Não,500.0,Urb,
82469,33,1,Sim,Não,1320.0,Urb,
82470,33,1,Sim,Não,440.0,Urb,
82471,33,1,Não,,624.0,,
82472,33,1,Sim,Não,452.0,Urb,
82473,33,1,Não,,778.0,,
82474,33,1,Não,,989.0,,
82475,33,1,Não,,800.0,,
82477,33,1,Sim,Não,1250.0,Urb,
82480,33,1,Não,,500.0,,
82482,33,8,Não,,316.0,,
82483,33,8,Não,,800.0,,
82484,33,8,Não,,299.0,,
82486,33,8,Não,,333.0,,
82487,33,8,Não,,533.0,,
82489,33,8,Não,,1048.0,,
82492,33,8,Não,,500.0,,
82494,33,8,Não,,5000.0,,
82495,33,8,Não,,362.0,,
82498,33,1,Sim,Não,400.0,Urb,
82499,33,1,Sim,Não,2050.0,Urb,
82500,33,1,Não,,1500.0,,
82501,33,1,Sim,Não,862.0,Urb,
82503,33,1,Não,,550.0,,
82504,33,1,Não,,513.0,,
82506,33,1,Não,,1500.0,,
82507,33,1,Não,,750.0,,
82508,33,1,Não,,800.0,,
82510,33,1,Sim,Não,774.0,Urb,
82511,33,1,Sim,Não,544.0,Urb,
82513,33,1,Não,,333.0,,
82514,33,1,Sim,Sim,2566.0,Urb,Urb
82515,33,1,Não,,912.0,,
82516,33,1,Não,,850.0,,
82517,33,1,Não,,1000.0,,
82518,33,1,Não,,1450.0,,
82519,33,1,Sim,Sim,1100.0,Urb,Urb
82520,33,1,Não,,752.0,,
82521,33,1,Não,,2350.0,,
82522,33,1,Sim,Sim,1200.0,Urb,Urb
82523,33,1,Não,,1208.0,,
82524,33,1,Sim,Sim,1050.0,Urb,Urb
82525,33,1,Não,,1725.0,,
82526,33,1,Sim,Sim,1142.0,Urb,Urb
82527,33,1,Sim,Sim,266.0,Urb,Urb
82528,33,1,Sim,Sim,1566.0,Urb,Urb
82529,33,1,Não,,168.0,,
82530,33,1,Não,,1524.0,,
82532,33,1,Não,,320.0,,
82533,33,1,Não,,1200.0,,
82534,33,1,Sim,Sim,1250.0,Urb,Urb
82535,33,1,Sim,Sim,666.0,Urb,Urb
82537,33,1,Não,,425.0,,
82538,33,1,Não,,1300.0,,
82539,33,1,Não,,1100.0,,
82540,33,1,Sim,Sim,833.0,Urb,Urb
82541,33,1,Não,,789.0,,
82542,33,1,Sim,Sim,3200.0,Urb,Urb
82543,33,1,Sim,Sim,1650.0,Urb,Urb
82544,33,1,Sim,Sim,787.0,Urb,Urb
82545,33,1,Não,,966.0,,
82546,33,1,Sim,Sim,641.0,Urb,Urb
82547,33,1,Sim,Sim,1250.0,Urb,Urb
82548,33,1,Sim,Sim,1800.0,Urb,Urb
82549,33,1,Não,,1600.0,,
82550,33,1,Não,,700.0,,
82551,33,1,Sim,Sim,1362.0,Urb,Urb
82552,33,1,Sim,Sim,2050.0,Urb,Urb
82553,33,1,Sim,Sim,700.0,Urb,Urb
82554,33,1,Sim,Sim,1172.0,Urb,Urb
82555,33,1,Não,,2670.0,,
82556,33,1,Sim,Sim,882.0,Urb,Urb
82557,33,1,Não,,666.0,,
82559,33,1,Não,,1450.0,,
82560,33,1,Não,,725.0,,
82561,33,1,Sim,Sim,1625.0,Urb,Urb
82562,33,1,Sim,Sim,1100.0,Urb,Urb
82563,33,1,Sim,Sim,2800.0,Urb,Urb
82564,33,1,Sim,Sim,1166.0,Urb,Urb
82565,33,1,Sim,Sim,2500.0,Urb,Urb
82566,33,1,Sim,Sim,650.0,Urb,Urb
82567,33,1,Sim,Sim,283.0,Urb,Urb
82568,33,1,Sim,Sim,160.0,Urb,Urb
82569,33,1,Sim,Sim,1700.0,Urb,Urb
82570,33,1,Não,,2650.0,,
82571,33,1,Sim,Não,728.0,Urb,
82572,33,1,Sim,Sim,2241.0,Urb,Urb
82573,33,1,Não,,725.0,,
82574,33,1,Sim,Não,1448.0,Urb,
82577,33,1,Sim,Sim,631.0,Urb,Urb
82579,33,1,Não,,725.0,,
82580,33,1,Sim,Sim,145.0,Urb,Urb
82581,33,1,Sim,Sim,400.0,Urb,Urb
82582,33,1,Não,,442.0,,
82583,33,1,Sim,Sim,145.0,Urb,Urb
82584,33,1,Não,,395.0,,
82585,33,1,Sim,Sim,333.0,Urb,Urb
82586,33,1,Sim,Sim,1122.0,Urb,Urb
82587,33,1,Não,,725.0,,
82588,33,1,Sim,Sim,746.0,Urb,Urb
82589,33,1,Não,,362.0,,
82590,33,1,Não,,30.0,,
82591,33,1,Sim,Sim,831.0,Urb,Urb
82592,33,1,Não,,350.0,,
82593,33,1,Sim,Sim,666.0,Urb,Urb
82594,33,1,Não,,362.0,,
82596,33,1,Não,,1400.0,,
82597,33,1,Sim,Sim,462.0,Urb,Urb
82598,33,1,Sim,Sim,600.0,Urb,Urb
82600,33,1,Sim,Sim,482.0,Urb,Urb
82601,33,1,Sim,Sim,1106.0,Urb,Urb
82602,33,1,Sim,Sim,300.0,Urb,Urb
82603,33,1,Não,,342.0,,
82604,33,1,Sim,Sim,989.0,Urb,Urb
82605,33,1,Sim,Sim,362.0,Urb,Urb
82606,33,1,Não,,724.0,,
82608,33,1,Não,,1050.0,,
82609,33,1,Sim,Sim,630.0,Urb,Urb
82610,33,1,Não,,724.0,,
82611,33,1,Sim,Sim,256.0,Urb,Urb
82612,33,1,Não,,812.0,,
82614,33,1,Sim,Sim,1074.0,Urb,Urb
82615,33,1,Não,,533.0,,
82616,33,1,Sim,Sim,296.0,Urb,Urb
82617,33,1,Sim,Sim,241.0,Urb,Urb
82618,33,1,Não,,1400.0,,
82619,33,1,Sim,Sim,1212.0,Urb,Urb
82620,33,1,Sim,Sim,384.0,Urb,Urb
82621,33,1,Não,,450.0,,
82622,33,1,Não,,1510.0,,
82623,33,1,Não,,325.0,,
82624,33,1,Sim,Sim,925.0,Urb,Urb
82625,33,1,Sim,Sim,596.0,Urb,Urb
82626,33,1,Sim,Sim,812.0,Urb,Urb
82627,33,1,Sim,Sim,856.0,Urb,Urb
82628,33,1,Não,,433.0,,
82629,33,1,Não,,416.0,,
82630,33,1,Sim,Sim,645.0,Urb,Urb
82631,33,1,Sim,Sim,850.0,Urb,Urb
82632,33,1,Não,,1210.0,,
82633,33,1,Sim,Sim,1600.0,Urb,Urb
82634,33,1,Não,,1212.0,,
82635,33,1,Sim,Sim,1331.0,Urb,Urb
82636,33,1,Sim,Sim,1673.0,Urb,Urb
82637,33,1,Sim,Sim,1274.0,Urb,Urb
82638,33,1,Não,,400.0,,
82639,33,1,Não,,483.0,,
82640,33,1,Sim,Não,373.0,Urb,
82641,33,1,Não,,414.0,,
82642,33,1,Não,,900.0,,
82644,33,1,Não,,290.0,,
82645,33,1,Não,,219.0,,
82646,33,1,Não,,550.0,,
82647,33,1,Não,,725.0,,
82648,33,1,Não,,2720.0,,
82649,33,1,Sim,Sim,600.0,Urb,Urb
82650,33,1,Sim,Sim,430.0,Urb,Urb
82651,33,1,Sim,Sim,800.0,Urb,Urb
82652,33,1,Sim,Sim,541.0,Urb,Urb
82653,33,1,Não,,1475.0,,
82654,33,1,Sim,Sim,450.0,Urb,Urb
82655,33,1,Não,,1500.0,,
82656,33,1,Sim,Sim,390.0,Urb,Urb
82657,33,1,Não,,833.0,,
82658,33,1,Não,,357.0,,
82659,33,1,Não,,224.0,,
82660,33,1,Sim,Sim,666.0,Urb,Urb
82661,33,1,Não,,483.0,,
82662,33,1,Sim,Sim,587.0,Urb,Urb
82663,33,1,Não,,235.0,,
82664,33,1,Não,,254.0,,
82665,33,1,Não,,1100.0,,
82666,33,1,Sim,Sim,1360.0,Urb,Urb
82667,33,1,Sim,Sim,500.0,Urb,Urb
82668,33,1,Sim,Sim,254.0,Urb,Urb
82669,33,1,Sim,Sim,1133.0,Urb,Urb
82670,33,1,Não,,362.0,,
82671,33,1,Não,,468.0,,
82672,33,1,Não,,375.0,,
82673,33,1,Sim,Não,375.0,Urb,
82674,33,1,Não,,720.0,,
82675,33,1,Não,,862.0,,
82676,33,1,Sim,Não,275.0,Urb,
82677,33,1,Não,,263.0,,
82678,33,1,Sim,Sim,881.0,Urb,Urb
82679,33,1,Sim,Sim,946.0,Urb,Urb
82680,33,1,Não,,400.0,,
82681,33,1,Não,,22.0,,
82682,33,1,Sim,Não,3200.0,Urb,
82683,33,1,Não,,1575.0,,
82684,33,1,Sim,Sim,45.0,Urb,Urb
82685,33,1,Não,,475.0,,
82688,33,1,Sim,Não,650.0,Urb,
82689,33,1,Não,,50.0,,
82690,33,1,Não,,120.0,,
82691,33,1,Não,,406.0,,
82693,33,1,Não,,1200.0,,
82694,33,1,Sim,Não,874.0,Urb,
82695,33,1,Não,,800.0,,
82696,33,1,Não,,10.0,,
82697,33,1,Não,,1050.0,,
82698,33,1,Sim,Não,500.0,Urb,
82700,33,1,Não,,447.0,,
82701,33,1,Não,,303.0,,
82702,33,1,Sim,Sim,480.0,Urb,Urb
82703,33,1,Sim,Sim,540.0,Urb,Urb
82704,33,1,Sim,Sim,400.0,Urb,Urb
82705,33,1,Não,,837.0,,
82706,33,1,Não,,337.0,,
82707,33,1,Não,,675.0,,
82708,33,1,Não,,600.0,,
82709,33,1,Não,,1365.0,,
82710,33,1,Sim,Sim,1100.0,Urb,Urb
82711,33,1,Sim,Sim,1157.0,Urb,Urb
82712,33,1,Sim,Sim,1233.0,Urb,Urb
82713,33,1,Sim,Não,450.0,Urb,
82714,33,1,Sim,Sim,300.0,Urb,Urb
82715,33,1,Sim,Sim,833.0,Urb,Urb
82716,33,1,Não,,400.0,,
82717,33,1,Não,,700.0,,
82718,33,1,Não,,304.0,,
82719,33,1,Não,,2124.0,,
82720,33,1,Não,,50.0,,
82721,33,1,Não,,481.0,,
82722,33,1,Não,,400.0,,
82723,33,1,Não,,600.0,,
82724,33,1,Sim,Sim,1350.0,Urb,Urb
82725,33,1,Sim,Sim,1060.0,Urb,Urb
82726,33,1,Não,,2000.0,,
82727,33,1,Não,,600.0,,
82728,33,1,Não,,400.0,,
82729,33,1,Não,,577.0,,
82730,33,1,Não,,766.0,,
82731,33,1,Não,,500.0,,
82732,33,1,Sim,Não,197.0,Urb,
82733,33,1,Sim,Não,2250.0,Urb,
82734,33,1,Não,,641.0,,
82735,33,1,Não,,900.0,,
82736,33,1,Sim,Sim,1000.0,Urb,Urb
82737,33,1,Sim,Sim,887.0,Urb,Urb
82738,33,1,Sim,Sim,598.0,Urb,Urb
82739,33,1,Sim,Sim,266.0,Urb,Urb
82740,33,1,Não,,1325.0,,
82741,33,1,Não,,241.0,,
82742,33,1,Não,,150.0,,
82743,33,1,Não,,400.0,,
82744,33,1,Não,,397.0,,
82745,33,1,Não,,217.0,,
82746,33,1,Sim,Sim,297.0,Urb,Urb
82747,33,1,Não,,623.0,,
82748,33,1,Não,,275.0,,
82749,33,1,Sim,Sim,375.0,Urb,Urb
82750,33,1,Não,,55.0,,
82751,33,1,Não,,712.0,,
82752,33,1,Sim,Sim,833.0,Urb,Urb
82753,33,1,Não,,533.0,,
82754,33,1,Sim,Sim,766.0,Urb,Urb
82755,33,1,Sim,Sim,1150.0,Urb,Urb
82756,33,1,Não,,700.0,,
82757,33,1,Sim,Sim,800.0,Urb,Urb
82758,33,1,Não,,533.0,,
82759,33,1,Não,,1350.0,,
82760,33,1,Sim,Sim,850.0,Urb,Urb
82761,33,1,Não,,433.0,,
82762,33,1,Não,,333.0,,
82763,33,1,Sim,Sim,950.0,Urb,Urb
82764,33,1,Não,,1200.0,,
82765,33,1,Sim,Sim,375.0,Urb,Urb
82766,33,1,Não,,400.0,,
82767,33,1,Não,,862.0,,
82768,33,1,Não,,360.0,,
82769,33,1,Sim,Sim,285.0,Urb,Urb
82770,33,1,Sim,Não,683.0,Urb,
82771,33,1,Sim,Sim,344.0,Urb,Urb
82772,33,1,Não,,1086.0,,
82773,33,1,Não,,228.0,,
82774,33,1,Não,,153.0,,
82775,33,1,Sim,Sim,724.0,Urb,Urb
82776,33,1,Não,,724.0,,
82779,33,1,Sim,Não,651.0,Urb,
82780,33,1,Não,,724.0,,
82781,33,1,Não,,362.0,,
82782,33,1,Não,,749.0,,
82783,33,1,Sim,Não,1733.0,Urb,
82784,33,1,Sim,Não,865.0,Urb,
82785,33,1,Não,,1448.0,,
82786,33,1,Sim,Não,2833.0,Urb,
82787,33,1,Não,,724.0,,
82788,33,1,Sim,Sim,241.0,Urb,Urb
82789,33,1,Sim,Não,1500.0,Urb,
82791,33,1,Sim,Sim,800.0,Urb,Urb
82792,33,1,Não,,724.0,,
82793,33,1,Sim,Não,822.0,Urb,
82794,33,1,Sim,Sim,1833.0,Urb,Urb
82796,33,1,Não,,962.0,,
82797,33,1,Não,,566.0,,
82798,33,1,Sim,Não,2074.0,Urb,
82799,33,1,Não,,1400.0,,
82800,33,1,Sim,Não,600.0,Urb,
82801,33,1,Não,,1100.0,,
82803,33,1,Sim,Não,1400.0,Urb,
82807,33,1,Sim,Não,5000.0,Urb,
82810,33,1,Sim,Não,6500.0,Urb,
82811,33,1,Sim,Não,2362.0,Urb,
82812,33,1,Sim,Não,500.0,Urb,
82813,33,1,Sim,Não,1500.0,Urb,
82817,33,1,Não,,362.0,,
82818,33,1,Não,,4600.0,,
82819,33,1,Sim,Não,625.0,Urb,
82820,33,1,Não,,408.0,,
82821,33,1,Sim,Não,1585.0,Urb,
82823,33,1,Sim,Não,1166.0,Urb,
82824,33,1,Não,,200.0,,
82825,33,1,Não,,500.0,,
82826,33,1,Não,,724.0,,
82827,33,1,Sim,Não,325.0,Urb,
82828,33,1,Não,,1234.0,,
82830,33,1,Sim,Sim,1882.0,Urb,Urb
82832,33,8,Sim,Sim,724.0,Rur,Rur
82833,33,8,Não,,1086.0,,
82834,33,8,Não,,434.0,,
82835,33,8,Não,,724.0,,
82836,33,8,Não,,808.0,,
82837,33,8,Não,,536.0,,
82838,33,8,Sim,Não,971.0,Rur,
82841,33,8,Não,,812.0,,
82842,33,8,Não,,1450.0,,
82844,33,8,Sim,Sim,500.0,Rur,Rur
82845,33,8,Não,,750.0,,
82847,33,1,Não,,750.0,,
82849,33,1,Sim,Não,962.0,Urb,
82853,33,1,Sim,Sim,580.0,Urb,Urb
82854,33,1,Sim,Não,537.0,Urb,
82858,33,1,Não,,1312.0,,
82861,33,1,Sim,Sim,1600.0,Urb,Urb
