,Estado,Situação Sensitária,Acesso a internet em casa,Acesso através de 3g ou 4g
91812,33,1,2.0,Sim
91813,33,1,2.0,Sim
91814,33,1,2.0,Sim
91815,33,1,2.0,Sim
91816,33,1,2.0,Sim
91819,33,1,2.0,Não
91820,33,1,2.0,Não
91823,33,1,2.0,Não
91825,33,1,2.0,Sim
91826,33,1,2.0,Não
91827,33,1,2.0,Não
91831,33,1,2.0,Sim
91832,33,1,2.0,Sim
91835,33,1,2.0,Não
91837,33,1,2.0,Não
91838,33,1,2.0,Sim
91842,33,1,2.0,Sim
91844,33,1,2.0,Não
91845,33,1,2.0,Não
91848,33,1,2.0,Sim
91849,33,1,2.0,Não
91850,33,1,2.0,Sim
91856,33,1,2.0,Sim
91857,33,1,2.0,Sim
91859,33,1,2.0,Sim
91860,33,1,2.0,Não
91861,33,1,2.0,Sim
91862,33,1,2.0,Sim
91863,33,1,2.0,Sim
91866,33,1,2.0,Sim
91868,33,1,2.0,Não
91869,33,1,2.0,Sim
91870,33,1,2.0,Sim
91875,33,1,2.0,Sim
91876,33,1,2.0,Sim
91877,33,1,2.0,Não
91880,33,1,2.0,Sim
91883,33,1,2.0,Sim
91884,33,1,2.0,Sim
91888,33,1,2.0,Sim
91889,33,1,2.0,Sim
91890,33,1,2.0,Sim
91891,33,1,2.0,Sim
91894,33,1,2.0,Sim
91896,33,1,2.0,Sim
91897,33,1,2.0,Não
91898,33,1,2.0,Sim
91899,33,1,2.0,Sim
91900,33,1,2.0,Não
91903,33,1,2.0,Sim
91905,33,1,2.0,Não
91906,33,1,2.0,Sim
91909,33,1,2.0,Sim
91914,33,1,2.0,Sim
91915,33,1,2.0,Sim
91917,33,1,2.0,Sim
91918,33,1,2.0,Sim
91920,33,1,2.0,Não
91922,33,1,2.0,Não
91924,33,1,2.0,Não
91926,33,1,2.0,Sim
91930,33,1,2.0,Sim
91933,33,1,2.0,Sim
91937,33,1,2.0,Sim
91940,33,1,2.0,Sim
91941,33,1,2.0,Sim
91945,33,1,2.0,Sim
91946,33,1,2.0,Sim
91953,33,1,2.0,Sim
91954,33,1,2.0,Não
91956,33,1,2.0,Não
91958,33,1,2.0,Sim
91959,33,1,2.0,Não
91961,33,1,2.0,Não
91963,33,1,2.0,Não
91964,33,1,2.0,Não
91968,33,1,2.0,Sim
91969,33,1,2.0,Sim
91970,33,1,2.0,Sim
91973,33,1,2.0,Não
91976,33,1,2.0,Sim
91977,33,1,2.0,Sim
91980,33,1,2.0,Não
91983,33,1,2.0,Sim
91984,33,1,2.0,Não
91985,33,1,2.0,Não
91986,33,1,2.0,Sim
91987,33,1,2.0,Não
91988,33,1,2.0,Sim
91989,33,1,2.0,Não
91991,33,1,2.0,Não
91992,33,1,2.0,Não
91993,33,1,2.0,Não
91994,33,1,2.0,Sim
91995,33,1,2.0,Não
91996,33,1,2.0,Sim
92000,33,1,2.0,Não
92003,33,1,2.0,Sim
92006,33,1,2.0,Sim
92018,33,1,2.0,Sim
92020,33,1,2.0,Sim
92022,33,1,2.0,Sim
92028,33,1,2.0,Sim
92029,33,1,2.0,Sim
92031,33,1,2.0,Sim
92033,33,1,2.0,Sim
92036,33,1,2.0,Sim
92038,33,1,2.0,Não
92045,33,1,2.0,Sim
92050,33,1,2.0,Não
92051,33,1,2.0,Não
92052,33,1,2.0,Não
92053,33,1,2.0,Não
92054,33,1,2.0,Sim
92055,33,1,2.0,Sim
92057,33,1,2.0,Sim
92061,33,1,2.0,Sim
92062,33,1,2.0,Sim
92063,33,1,2.0,Sim
92064,33,1,2.0,Sim
92067,33,1,2.0,Sim
92070,33,1,2.0,Sim
92071,33,1,2.0,Sim
92072,33,1,2.0,Sim
92073,33,1,2.0,Sim
92074,33,1,2.0,Sim
92075,33,1,2.0,Sim
92076,33,1,2.0,Sim
92077,33,1,2.0,Sim
92078,33,1,2.0,Sim
92081,33,1,2.0,Sim
92082,33,1,2.0,Sim
92083,33,1,2.0,Sim
92084,33,1,2.0,Sim
92087,33,1,2.0,Sim
92088,33,1,2.0,Sim
92089,33,1,2.0,Sim
92090,33,1,2.0,Não
92093,33,1,2.0,Sim
92095,33,1,2.0,Sim
92097,33,1,2.0,Não
92098,33,1,2.0,Sim
92102,33,1,2.0,Sim
92103,33,1,2.0,Sim
92108,33,1,2.0,Sim
92109,33,1,2.0,Sim
92111,33,1,2.0,Sim
92113,33,1,2.0,Sim
92115,33,1,2.0,Sim
92116,33,1,2.0,Sim
92117,33,1,2.0,Sim
92118,33,1,2.0,Sim
92121,33,1,2.0,Sim
92123,33,1,2.0,Sim
92124,33,1,2.0,Não
92128,33,1,2.0,Sim
92130,33,1,2.0,Sim
92132,33,1,2.0,Não
92133,33,1,2.0,Não
92134,33,1,2.0,Não
92135,33,1,2.0,Sim
92136,33,1,2.0,Sim
92137,33,1,2.0,Sim
92139,33,1,2.0,Não
92141,33,1,2.0,Não
92145,33,1,2.0,Sim
92146,33,1,2.0,Sim
92151,33,1,2.0,Não
92152,33,1,2.0,Sim
92153,33,1,2.0,Sim
92155,33,1,2.0,Sim
92157,33,1,2.0,Sim
92159,33,1,2.0,Sim
92162,33,1,2.0,Não
92163,33,1,2.0,Sim
92164,33,1,2.0,Sim
92165,33,1,2.0,Sim
92166,33,1,2.0,Sim
92169,33,1,2.0,Sim
92173,33,1,2.0,Sim
92174,33,1,2.0,Sim
92176,33,1,2.0,Sim
92178,33,1,2.0,Sim
92179,33,1,2.0,Sim
92184,33,1,2.0,Sim
92186,33,1,2.0,Não
92188,33,1,2.0,Sim
92191,33,1,2.0,Sim
92192,33,1,2.0,Sim
92193,33,1,2.0,Sim
92200,33,1,2.0,Sim
92201,33,1,2.0,Sim
92202,33,1,2.0,Sim
92203,33,1,2.0,Não
92204,33,1,2.0,Sim
92206,33,1,2.0,Sim
92207,33,1,2.0,Sim
92208,33,1,2.0,Sim
92209,33,1,2.0,Sim
92210,33,1,2.0,Sim
92212,33,1,2.0,Sim
92214,33,1,2.0,Não
92215,33,1,2.0,Não
92216,33,1,2.0,Sim
92218,33,1,2.0,Sim
92219,33,1,2.0,Sim
92220,33,1,2.0,Sim
92221,33,1,2.0,Sim
92222,33,1,2.0,Sim
92224,33,1,2.0,Sim
92225,33,1,2.0,Não
92226,33,1,2.0,Sim
92227,33,1,2.0,Sim
92228,33,1,2.0,Sim
92229,33,1,2.0,Sim
92231,33,1,2.0,Sim
92233,33,1,2.0,Não
92234,33,1,2.0,Sim
92235,33,1,2.0,Sim
92237,33,1,2.0,Sim
92239,33,1,2.0,Não
92240,33,1,2.0,Não
92241,33,1,2.0,Sim
92243,33,1,2.0,Sim
92244,33,1,2.0,Sim
92245,33,1,2.0,Sim
92246,33,1,2.0,Não
92247,33,1,2.0,Sim
92248,33,1,2.0,Sim
92249,33,1,2.0,Sim
92250,33,1,2.0,Sim
92253,33,1,2.0,Sim
92254,33,1,2.0,Sim
92255,33,1,2.0,Sim
92256,33,1,2.0,Sim
92261,33,1,2.0,Sim
92262,33,1,2.0,Sim
92263,33,1,2.0,Sim
92265,33,1,2.0,Sim
92266,33,1,2.0,Sim
92267,33,1,2.0,Sim
92268,33,1,2.0,Sim
92270,33,1,2.0,Sim
92271,33,1,2.0,Sim
92272,33,1,2.0,Sim
92274,33,1,2.0,Sim
92275,33,1,2.0,Sim
92278,33,1,2.0,Sim
92280,33,1,2.0,Não
92283,33,1,2.0,Sim
92284,33,1,2.0,Sim
92285,33,1,2.0,Sim
92286,33,1,2.0,Sim
92287,33,1,2.0,Sim
92290,33,1,2.0,Sim
92293,33,1,2.0,Sim
92294,33,1,2.0,Não
92296,33,1,2.0,Sim
92298,33,1,2.0,Não
92300,33,1,2.0,Sim
92301,33,1,2.0,Sim
92302,33,1,2.0,Sim
92303,33,1,2.0,Não
92305,33,1,2.0,Sim
92306,33,1,2.0,Sim
92310,33,1,2.0,Sim
92313,33,1,2.0,Sim
92314,33,1,2.0,Sim
92315,33,1,2.0,Sim
92317,33,1,2.0,Sim
92318,33,1,2.0,Não
92320,33,1,2.0,Sim
92322,33,1,2.0,Sim
92324,33,1,2.0,Sim
92325,33,1,2.0,Sim
92326,33,1,2.0,Sim
92327,33,1,2.0,Sim
92328,33,1,2.0,Sim
92329,33,1,2.0,Sim
92330,33,1,2.0,Sim
92331,33,1,2.0,Sim
92332,33,1,2.0,Sim
92333,33,1,2.0,Sim
92334,33,1,2.0,Sim
92335,33,1,2.0,Sim
92336,33,1,2.0,Sim
92337,33,1,2.0,Sim
92338,33,1,2.0,Sim
92339,33,1,2.0,Sim
92342,33,1,2.0,Sim
92343,33,1,2.0,Sim
92344,33,1,2.0,Sim
92345,33,1,2.0,Não
92346,33,1,2.0,Sim
92347,33,1,2.0,Sim
92348,33,1,2.0,Sim
92350,33,1,2.0,Sim
92352,33,1,2.0,Sim
92353,33,1,2.0,Sim
92354,33,1,2.0,Sim
92355,33,1,2.0,Sim
92357,33,1,2.0,Não
92358,33,1,2.0,Sim
92359,33,1,2.0,Sim
92362,33,1,2.0,Não
92364,33,1,2.0,Sim
92366,33,1,2.0,Sim
92368,33,1,2.0,Sim
92370,33,1,2.0,Sim
92374,33,1,2.0,Sim
92377,33,1,2.0,Sim
92378,33,1,2.0,Sim
92379,33,1,2.0,Não
92380,33,1,2.0,Sim
92386,33,1,2.0,Sim
92387,33,1,2.0,Sim
92389,33,1,2.0,Sim
92390,33,1,2.0,Sim
92391,33,1,2.0,Sim
92393,33,1,2.0,Sim
92396,33,1,2.0,Sim
92397,33,1,2.0,Sim
92398,33,1,2.0,Sim
92401,33,1,2.0,Sim
92402,33,1,2.0,Sim
92404,33,1,2.0,Sim
92408,33,1,2.0,Sim
92409,33,1,2.0,Sim
92410,33,1,2.0,Sim
92411,33,1,2.0,Sim
92412,33,1,2.0,Não
92414,33,1,2.0,Sim
92415,33,1,2.0,Não
92417,33,1,2.0,Sim
92419,33,1,2.0,Não
92420,33,1,2.0,Não
92421,33,1,2.0,Sim
92422,33,1,2.0,Sim
92423,33,1,2.0,Sim
92424,33,1,2.0,Sim
92425,33,1,2.0,Sim
92426,33,1,2.0,Sim
92427,33,1,2.0,Sim
92428,33,1,2.0,Sim
92429,33,1,2.0,Sim
92430,33,1,2.0,Sim
92431,33,1,2.0,Sim
92432,33,1,2.0,Sim
92433,33,1,2.0,Não
92434,33,1,2.0,Sim
92435,33,1,2.0,Sim
92436,33,1,2.0,Sim
92437,33,1,2.0,Sim
92438,33,1,2.0,Sim
92439,33,1,2.0,Sim
92440,33,1,2.0,Sim
92441,33,1,2.0,Sim
92442,33,1,2.0,Sim
92443,33,1,2.0,Sim
92444,33,1,2.0,Sim
92445,33,1,2.0,Sim
92448,33,1,2.0,Sim
92450,33,1,2.0,Não
92452,33,1,2.0,Sim
92454,33,1,2.0,Sim
92455,33,1,2.0,Sim
92456,33,1,2.0,Sim
92457,33,1,2.0,Sim
92460,33,1,2.0,Sim
92461,33,1,2.0,Sim
92462,33,1,2.0,Sim
92463,33,1,2.0,Sim
92464,33,1,2.0,Sim
92468,33,1,2.0,Sim
92472,33,1,2.0,Não
92475,33,1,2.0,Sim
92488,33,1,2.0,Sim
92489,33,1,2.0,Sim
92490,33,1,2.0,Sim
92491,33,1,2.0,Sim
92493,33,1,2.0,Sim
92495,33,1,2.0,Não
92497,33,1,2.0,Sim
92498,33,1,2.0,Sim
92503,33,1,2.0,Sim
92505,33,1,2.0,Sim
92507,33,1,2.0,Sim
92508,33,1,2.0,Sim
92510,33,1,2.0,Sim
92511,33,1,2.0,Sim
92512,33,1,2.0,Sim
92513,33,1,2.0,Sim
92514,33,1,2.0,Sim
92515,33,1,2.0,Sim
92516,33,1,2.0,Sim
92517,33,1,2.0,Sim
92518,33,1,2.0,Sim
92520,33,1,2.0,Sim
92529,33,1,2.0,Sim
92530,33,1,2.0,Não
92531,33,1,2.0,Sim
92532,33,1,2.0,Sim
92534,33,1,2.0,Sim
92538,33,1,2.0,Sim
92543,33,1,2.0,Não
92544,33,1,2.0,Não
92545,33,1,2.0,Sim
92547,33,1,2.0,Sim
92549,33,1,2.0,Sim
92551,33,1,2.0,Sim
92553,33,1,2.0,Não
92554,33,1,2.0,Não
92555,33,1,2.0,Sim
92556,33,1,2.0,Sim
92557,33,1,2.0,Não
92559,33,1,2.0,Sim
92562,33,1,2.0,Sim
92563,33,1,2.0,Não
92567,33,1,2.0,Não
92568,33,1,2.0,Não
92569,33,1,2.0,Sim
92571,33,1,2.0,Não
92573,33,1,2.0,Sim
92575,33,1,2.0,Não
92576,33,1,2.0,Não
92581,33,1,2.0,Sim
92582,33,1,2.0,Sim
92592,33,1,2.0,Não
92593,33,1,2.0,Sim
92600,33,1,2.0,Sim
92601,33,1,2.0,Sim
92602,33,1,2.0,Sim
92603,33,1,2.0,Não
92604,33,1,2.0,Não
92607,33,1,2.0,Sim
92608,33,1,2.0,Sim
92611,33,1,2.0,Sim
92613,33,1,2.0,Sim
92617,33,1,2.0,Não
92618,33,1,2.0,Sim
92620,33,1,2.0,Sim
92621,33,1,2.0,Não
92624,33,1,2.0,Não
92629,33,1,2.0,Sim
92631,33,1,2.0,Sim
92632,33,1,2.0,Sim
92633,33,1,2.0,Sim
92635,33,1,2.0,Sim
92637,33,1,2.0,Sim
92638,33,1,2.0,Sim
92642,33,1,2.0,Sim
92651,33,1,2.0,Não
92654,33,1,2.0,Sim
92655,33,1,2.0,Sim
92656,33,1,2.0,Não
92657,33,1,2.0,Sim
92660,33,1,2.0,Sim
92661,33,1,2.0,Sim
92664,33,1,2.0,Sim
92665,33,1,2.0,Sim
92673,33,1,2.0,Sim
92681,33,1,2.0,Não
92683,33,1,2.0,Sim
92685,33,1,2.0,Não
92689,33,1,2.0,Não
92691,33,1,2.0,Sim
92692,33,1,2.0,Sim
92696,33,1,2.0,Não
92698,33,1,2.0,Sim
92699,33,1,2.0,Não
92701,33,1,2.0,Sim
92703,33,1,2.0,Sim
92705,33,1,2.0,Não
92709,33,1,2.0,Não
92710,33,1,2.0,Não
92711,33,1,2.0,Sim
92713,33,1,2.0,Sim
92715,33,1,2.0,Sim
92718,33,1,2.0,Não
92720,33,1,2.0,Não
92723,33,1,2.0,Sim
92728,33,1,2.0,Não
92729,33,1,2.0,Sim
92731,33,1,2.0,Sim
92735,33,1,2.0,Não
92737,33,1,2.0,Não
92746,33,1,2.0,Não
92748,33,1,2.0,Não
92749,33,1,2.0,Sim
92752,33,1,2.0,Não
92753,33,1,2.0,Sim
92760,33,8,2.0,Não
92762,33,8,2.0,Não
92766,33,8,2.0,Não
92770,33,8,2.0,Não
92772,33,8,2.0,Sim
92773,33,1,2.0,Sim
92774,33,1,2.0,Sim
92776,33,1,2.0,Sim
92777,33,1,2.0,Sim
92778,33,1,2.0,Sim
92781,33,1,2.0,Sim
92782,33,1,2.0,Sim
92783,33,1,2.0,Sim
92784,33,1,2.0,Sim
92786,33,1,2.0,Sim
92787,33,1,2.0,Sim
92788,33,1,2.0,Sim
92789,33,1,2.0,Sim
92790,33,1,2.0,Sim
92791,33,1,2.0,Não
92793,33,1,2.0,Sim
92794,33,1,2.0,Sim
92797,33,1,2.0,Sim
92800,33,1,2.0,Sim
92801,33,1,2.0,Sim
92802,33,1,2.0,Sim
92803,33,1,2.0,Sim
92804,33,1,2.0,Sim
92805,33,1,2.0,Sim
92809,33,1,2.0,Sim
92811,33,1,2.0,Sim
92813,33,1,2.0,Sim
92814,33,1,2.0,Sim
92819,33,1,2.0,Sim
92824,33,1,2.0,Sim
92827,33,1,2.0,Não
92829,33,1,2.0,Sim
92831,33,1,2.0,Sim
92832,33,1,2.0,Sim
92835,33,1,2.0,Sim
92838,33,1,2.0,Sim
92841,33,1,2.0,Sim
92842,33,1,2.0,Sim
92846,33,1,2.0,Sim
92847,33,1,2.0,Sim
92859,33,1,2.0,Não
92861,33,1,2.0,Não
92865,33,1,2.0,Não
92867,33,1,2.0,Não
92868,33,1,2.0,Não
92870,33,1,2.0,Não
92871,33,1,2.0,Não
92873,33,1,2.0,Sim
92874,33,1,2.0,Não
92875,33,1,2.0,Sim
92878,33,1,2.0,Não
92881,33,1,2.0,Não
92883,33,1,2.0,Não
92884,33,1,2.0,Sim
92885,33,1,2.0,Sim
92887,33,1,2.0,Não
92888,33,1,2.0,Sim
92889,33,1,2.0,Sim
92890,33,1,2.0,Não
92894,33,1,2.0,Sim
92895,33,1,2.0,Sim
92897,33,1,2.0,Sim
92899,33,1,2.0,Sim
92901,33,1,2.0,Não
92902,33,1,2.0,Sim
92904,33,4,2.0,Não
92909,33,4,2.0,Sim
92914,33,4,2.0,Sim
92919,33,1,2.0,Não
92920,33,1,2.0,Não
92921,33,1,2.0,Não
92923,33,1,2.0,Não
92924,33,1,2.0,Sim
92925,33,1,2.0,Não
92926,33,1,2.0,Não
92927,33,1,2.0,Não
92928,33,1,2.0,Não
92929,33,1,2.0,Não
92931,33,1,2.0,Sim
92933,33,1,2.0,Não
92934,33,1,2.0,Não
92935,33,1,2.0,Sim
92936,33,1,2.0,Sim
92938,33,1,2.0,Sim
92943,33,1,2.0,Não
92945,33,1,2.0,Sim
92947,33,1,2.0,Não
92949,33,1,2.0,Sim
92951,33,1,2.0,Não
92952,33,1,2.0,Não
92953,33,1,2.0,Não
92954,33,1,2.0,Sim
92957,33,1,2.0,Sim
92959,33,1,2.0,Sim
92960,33,1,2.0,Sim
92961,33,1,2.0,Sim
92962,33,1,2.0,Sim
92963,33,1,2.0,Sim
92969,33,1,2.0,Sim
92970,33,1,2.0,Sim
92971,33,1,2.0,Sim
92972,33,1,2.0,Sim
92973,33,1,2.0,Sim
92974,33,1,2.0,Sim
92975,33,1,2.0,Sim
92976,33,1,2.0,Sim
92978,33,1,2.0,Sim
92979,33,1,2.0,Sim
92980,33,1,2.0,Sim
92981,33,1,2.0,Sim
92985,33,1,2.0,Sim
92986,33,1,2.0,Sim
92987,33,1,2.0,Sim
92989,33,1,2.0,Sim
92990,33,1,2.0,Sim
92991,33,1,2.0,Sim
92992,33,1,2.0,Sim
92993,33,1,2.0,Sim
92995,33,1,2.0,Não
92998,33,1,2.0,Sim
93000,33,1,2.0,Sim
93003,33,1,2.0,Sim
93005,33,1,2.0,Sim
93007,33,1,2.0,Sim
93009,33,1,2.0,Sim
93010,33,1,2.0,Sim
93011,33,1,2.0,Sim
93013,33,1,2.0,Sim
93014,33,1,2.0,Sim
93015,33,1,2.0,Sim
93016,33,1,2.0,Sim
93017,33,1,2.0,Sim
93018,33,1,2.0,Sim
93019,33,1,2.0,Sim
93020,33,1,2.0,Sim
93021,33,1,2.0,Sim
93022,33,1,2.0,Sim
93023,33,1,2.0,Sim
93026,33,1,2.0,Sim
93027,33,1,2.0,Sim
93028,33,1,2.0,Sim
93029,33,1,2.0,Sim
93030,33,1,2.0,Não
93033,33,1,2.0,Sim
93036,33,1,2.0,Sim
93038,33,1,2.0,Sim
93039,33,1,2.0,Sim
93041,33,1,2.0,Sim
93043,33,1,2.0,Sim
93044,33,1,2.0,Sim
93046,33,1,2.0,Não
93047,33,1,2.0,Sim
93048,33,1,2.0,Sim
93049,33,1,2.0,Sim
93050,33,1,2.0,Sim
93051,33,1,2.0,Sim
93052,33,1,2.0,Sim
93054,33,1,2.0,Sim
93055,33,1,2.0,Sim
93057,33,1,2.0,Sim
93059,33,1,2.0,Sim
93060,33,1,2.0,Não
93061,33,1,2.0,Não
93063,33,1,2.0,Não
93065,33,1,2.0,Não
93067,33,1,2.0,Sim
93070,33,1,2.0,Sim
93071,33,1,2.0,Sim
93072,33,1,2.0,Sim
93075,33,1,2.0,Sim
93076,33,1,2.0,Sim
93079,33,1,2.0,Sim
93080,33,1,2.0,Sim
93082,33,1,2.0,Sim
93084,33,1,2.0,Não
93086,33,1,2.0,Sim
93087,33,1,2.0,Não
93088,33,1,2.0,Não
93093,33,1,2.0,Não
93094,33,1,2.0,Não
93096,33,1,2.0,Não
93097,33,1,2.0,Não
93098,33,1,2.0,Sim
93102,33,1,2.0,Sim
93103,33,1,2.0,Sim
93106,33,1,2.0,Sim
93109,33,1,2.0,Sim
93111,33,1,2.0,Sim
93113,33,1,2.0,Sim
93114,33,1,2.0,Sim
93116,33,1,2.0,Sim
93122,33,1,2.0,Sim
93125,33,1,2.0,Sim
93126,33,1,2.0,Sim
93127,33,1,2.0,Sim
93130,33,1,2.0,Sim
93132,35,1,2.0,Sim
93133,35,1,2.0,Sim
93135,35,1,2.0,Sim
93140,35,1,2.0,Não
93143,35,1,2.0,Sim
93147,35,1,2.0,Sim
93148,35,1,2.0,Sim
93149,35,1,2.0,Sim
93150,35,1,2.0,Não
93156,35,1,2.0,Sim
93157,35,1,2.0,Sim
93160,35,1,2.0,Não
93161,35,1,2.0,Sim
93167,35,1,2.0,Não
93171,35,1,2.0,Não
93172,35,1,2.0,Sim
93173,35,1,2.0,Sim
93175,35,1,2.0,Sim
93176,35,1,2.0,Sim
93177,35,1,2.0,Sim
93178,35,1,2.0,Sim
93179,35,1,2.0,Sim
93182,35,1,2.0,Não
93184,35,1,2.0,Não
93186,35,1,2.0,Sim
93187,35,1,2.0,Não
93190,35,1,2.0,Sim
93193,35,1,2.0,Sim
93194,35,1,2.0,Sim
93195,35,1,2.0,Sim
93196,35,1,2.0,Sim
93197,35,1,2.0,Sim
93198,35,1,2.0,Não
93201,35,1,2.0,Não
93204,35,1,2.0,Sim
93205,35,1,2.0,Sim
93207,35,1,2.0,Sim
93210,35,1,2.0,Sim
93211,35,1,2.0,Sim
93213,35,1,2.0,Não
93219,35,1,2.0,Sim
93222,35,1,2.0,Sim
93224,35,1,2.0,Não
93226,35,1,2.0,Sim
93228,35,1,2.0,Sim
93229,35,1,2.0,Sim
93231,35,1,2.0,Sim
93233,35,1,2.0,Sim
93234,35,1,2.0,Sim
93237,35,1,2.0,Sim
93238,35,1,2.0,Sim
93241,35,1,2.0,Sim
93242,35,1,2.0,Sim
93243,35,1,2.0,Sim
93244,35,1,2.0,Sim
93249,35,1,2.0,Sim
93263,35,1,2.0,Sim
93267,35,1,2.0,Sim
93271,35,1,2.0,Sim
93272,35,1,2.0,Sim
93274,35,1,2.0,Sim
93275,35,1,2.0,Sim
93276,35,1,2.0,Sim
93279,35,1,2.0,Sim
93284,35,1,2.0,Sim
93285,35,1,2.0,Sim
93288,35,1,2.0,Sim
93289,35,1,2.0,Sim
93293,35,1,2.0,Sim
93295,35,1,2.0,Sim
93297,35,1,2.0,Sim
93307,35,1,2.0,Sim
93309,35,1,2.0,Sim
93310,35,1,2.0,Sim
93316,35,1,2.0,Sim
93318,35,1,2.0,Sim
93319,35,1,2.0,Sim
93320,35,1,2.0,Sim
93323,35,1,2.0,Sim
93325,35,1,2.0,Sim
93326,35,1,2.0,Sim
93333,35,1,2.0,Sim
93334,35,1,2.0,Sim
93337,35,1,2.0,Sim
93343,35,1,2.0,Sim
93344,35,1,2.0,Sim
93345,35,1,2.0,Sim
93346,35,1,2.0,Sim
93348,35,1,2.0,Sim
93350,35,1,2.0,Sim
93352,35,1,2.0,Sim
93353,35,1,2.0,Sim
93354,35,1,2.0,Sim
93355,35,1,2.0,Sim
93357,35,1,2.0,Sim
93358,35,1,2.0,Sim
93359,35,1,2.0,Sim
93360,35,1,2.0,Sim
93361,35,1,2.0,Sim
93362,35,1,2.0,Não
93363,35,1,2.0,Sim
93364,35,1,2.0,Sim
93367,35,1,2.0,Sim
93369,35,1,2.0,Sim
93371,35,1,2.0,Sim
93373,35,1,2.0,Sim
93374,35,1,2.0,Sim
93375,35,1,2.0,Sim
93377,35,1,2.0,Sim
93380,35,1,2.0,Sim
93382,35,1,2.0,Sim
93383,35,1,2.0,Sim
93384,35,1,2.0,Sim
93386,35,1,2.0,Sim
93392,35,1,2.0,Não
93395,35,1,2.0,Sim
93396,35,1,2.0,Sim
93397,35,1,2.0,Sim
93398,35,1,2.0,Sim
93400,35,1,2.0,Sim
93402,35,1,2.0,Não
93404,35,1,2.0,Sim
93406,35,1,2.0,Não
93407,35,1,2.0,Não
93408,35,1,2.0,Sim
93410,35,1,2.0,Não
93411,35,1,2.0,Não
93414,35,1,2.0,Sim
93415,35,1,2.0,Não
93416,35,1,2.0,Sim
93417,35,1,2.0,Sim
93419,35,1,2.0,Sim
93420,35,1,2.0,Sim
93421,35,1,2.0,Sim
93422,35,1,2.0,Não
93424,35,1,2.0,Sim
93425,35,1,2.0,Não
93426,35,1,2.0,Sim
93429,35,1,2.0,Sim
93430,35,1,2.0,Sim
93431,35,1,2.0,Sim
93432,35,1,2.0,Não
93433,35,1,2.0,Sim
93434,35,1,2.0,Sim
93435,35,1,2.0,Sim
93436,35,1,2.0,Sim
93437,35,1,2.0,Não
93438,35,1,2.0,Sim
93439,35,1,2.0,Sim
93441,35,1,2.0,Não
93442,35,1,2.0,Sim
93445,35,1,2.0,Sim
93447,35,1,2.0,Sim
93448,35,1,2.0,Sim
93449,35,1,2.0,Sim
93450,35,1,2.0,Não
93452,35,1,2.0,Sim
93454,35,1,2.0,Sim
93455,35,1,2.0,Sim
93460,35,1,2.0,Sim
93464,35,1,2.0,Sim
93465,35,1,2.0,Sim
93471,35,8,2.0,Não
93480,35,8,2.0,Não
93487,35,8,2.0,Sim
93490,35,3,2.0,Sim
93493,35,3,2.0,Sim
93494,35,3,2.0,Sim
93498,35,3,2.0,Sim
93499,35,3,2.0,Sim
93501,35,3,2.0,Sim
93503,35,3,2.0,Sim
93505,35,1,2.0,Sim
93508,35,1,2.0,Sim
93509,35,1,2.0,Sim
93510,35,1,2.0,Sim
93515,35,1,2.0,Sim
93517,35,1,2.0,Sim
93520,35,1,2.0,Não
93521,35,1,2.0,Sim
93523,35,1,2.0,Sim
93524,35,1,2.0,Sim
93525,35,1,2.0,Não
93526,35,1,2.0,Sim
93527,35,1,2.0,Sim
93528,35,1,2.0,Sim
93530,35,1,2.0,Sim
93532,35,1,2.0,Sim
93533,35,1,2.0,Sim
93534,35,1,2.0,Sim
93536,35,1,2.0,Sim
93538,35,1,2.0,Não
93539,35,1,2.0,Não
93540,35,1,2.0,Não
93542,35,1,2.0,Sim
93543,35,1,2.0,Sim
93544,35,1,2.0,Não
93547,35,1,2.0,Não
93549,35,1,2.0,Não
93551,35,1,2.0,Sim
93552,35,1,2.0,Sim
93553,35,1,2.0,Não
93555,35,1,2.0,Não
93556,35,1,2.0,Não
93558,35,1,2.0,Sim
93559,35,1,2.0,Sim
93561,35,1,2.0,Sim
93562,35,1,2.0,Sim
93564,35,1,2.0,Sim
93565,35,1,2.0,Sim
93571,35,1,2.0,Sim
93573,35,1,2.0,Sim
93574,35,1,2.0,Não
93576,35,1,2.0,Não
93577,35,1,2.0,Sim
93580,35,1,2.0,Sim
93582,35,1,2.0,Sim
93584,35,1,2.0,Sim
93585,35,1,2.0,Sim
93587,35,1,2.0,Sim
93588,35,1,2.0,Sim
93589,35,1,2.0,Não
93591,35,1,2.0,Sim
93593,35,1,2.0,Não
93594,35,1,2.0,Não
93595,35,1,2.0,Sim
93596,35,1,2.0,Sim
93597,35,1,2.0,Não
93598,35,1,2.0,Sim
93599,35,1,2.0,Sim
93600,35,1,2.0,Não
93601,35,1,2.0,Sim
93604,35,1,2.0,Sim
93605,35,1,2.0,Sim
93606,35,1,2.0,Não
93607,35,1,2.0,Sim
93608,35,1,2.0,Sim
93611,35,1,2.0,Sim
93612,35,1,2.0,Sim
93613,35,1,2.0,Sim
93614,35,1,2.0,Sim
93615,35,1,2.0,Sim
93616,35,1,2.0,Sim
93617,35,1,2.0,Sim
93618,35,1,2.0,Não
93619,35,1,2.0,Não
93620,35,1,2.0,Sim
93623,35,1,2.0,Não
93624,35,1,2.0,Sim
93626,35,1,2.0,Sim
93627,35,1,2.0,Sim
93629,35,1,2.0,Sim
