,Estado,Situação Sensitária,Acesso a internet em casa,Acesso através de 3g ou 4g
105086,35,1,2.0,Sim
105088,35,1,2.0,Sim
105089,35,1,2.0,Sim
105090,35,1,2.0,Sim
105091,35,1,2.0,Sim
105093,35,1,2.0,Sim
105094,35,1,2.0,Sim
105100,35,1,2.0,Sim
105101,35,1,2.0,Não
105104,35,1,2.0,Sim
105106,35,1,2.0,Sim
105107,35,1,2.0,Sim
105109,35,1,2.0,Sim
105111,35,1,2.0,Sim
105113,35,1,2.0,Sim
105114,35,1,2.0,Sim
105116,35,1,2.0,Sim
105117,35,1,2.0,Sim
105121,35,1,2.0,Sim
105127,35,1,2.0,Sim
105128,35,1,2.0,Sim
105130,35,1,2.0,Sim
105134,35,1,2.0,Sim
105136,35,1,2.0,Sim
105137,35,1,2.0,Sim
105138,35,1,2.0,Sim
105140,35,1,2.0,Não
105141,35,1,2.0,Sim
105142,35,1,2.0,Não
105145,35,1,2.0,Sim
105147,35,1,2.0,Não
105148,35,1,2.0,Não
105149,35,1,2.0,Não
105150,35,1,2.0,Sim
105151,35,1,2.0,Não
105152,35,1,2.0,Sim
105153,35,1,2.0,Não
105154,35,1,2.0,Sim
105157,35,1,2.0,Não
105158,35,1,2.0,Não
105159,35,1,2.0,Não
105160,35,1,2.0,Não
105161,35,1,2.0,Sim
105162,35,1,2.0,Não
105165,35,1,2.0,Sim
105167,35,1,2.0,Sim
105168,35,1,2.0,Sim
105170,35,1,2.0,Não
105172,35,1,2.0,Sim
105173,35,1,2.0,Não
105176,35,1,2.0,Sim
105177,35,1,2.0,Sim
105180,35,1,2.0,Não
105181,35,1,2.0,Sim
105182,35,1,2.0,Sim
105185,35,1,2.0,Sim
105188,35,1,2.0,Não
105190,35,1,2.0,Sim
105192,35,1,2.0,Sim
105195,35,1,2.0,Sim
105197,35,1,2.0,Não
105198,35,1,2.0,Sim
105201,35,1,2.0,Sim
105202,35,1,2.0,Sim
105203,35,1,2.0,Sim
105205,35,1,2.0,Sim
105206,35,1,2.0,Sim
105207,35,1,2.0,Sim
105208,35,1,2.0,Sim
105209,35,1,2.0,Sim
105210,35,1,2.0,Sim
105211,35,1,2.0,Sim
105212,35,1,2.0,Sim
105213,35,1,2.0,Sim
105214,35,1,2.0,Sim
105215,35,1,2.0,Sim
105217,35,1,2.0,Sim
105218,35,1,2.0,Sim
105219,35,1,2.0,Sim
105220,35,1,2.0,Sim
105222,35,1,2.0,Sim
105223,35,1,2.0,Sim
105225,35,1,2.0,Sim
105226,35,1,2.0,Sim
105227,35,1,2.0,Sim
105229,35,1,2.0,Sim
105230,35,1,2.0,Sim
105232,35,1,2.0,Sim
105233,35,1,2.0,Sim
105236,35,1,2.0,Sim
105237,35,1,2.0,Sim
105238,35,1,2.0,Sim
105239,35,1,2.0,Sim
105240,35,1,2.0,Sim
105242,35,1,2.0,Sim
105243,35,1,2.0,Sim
105244,35,1,2.0,Sim
105245,35,1,2.0,Sim
105247,35,1,2.0,Sim
105248,35,1,2.0,Sim
105249,35,1,2.0,Sim
105250,35,1,2.0,Sim
105251,35,1,2.0,Sim
105252,35,1,2.0,Sim
105255,35,1,2.0,Sim
105256,35,1,2.0,Sim
105263,35,1,2.0,Não
105264,35,1,2.0,Sim
105266,35,1,2.0,Não
105267,35,1,2.0,Não
105270,35,1,2.0,Sim
105272,35,1,2.0,Sim
105274,35,1,2.0,Não
105275,35,1,2.0,Não
105276,35,1,2.0,Sim
105277,35,1,2.0,Não
105279,35,1,2.0,Não
105280,35,1,2.0,Sim
105281,35,1,2.0,Não
105285,35,1,2.0,Sim
105286,35,1,2.0,Não
105289,35,1,2.0,Sim
105291,35,1,2.0,Sim
105292,35,1,2.0,Sim
105293,35,1,2.0,Sim
105294,35,1,2.0,Sim
105295,35,1,2.0,Não
105297,35,1,2.0,Sim
105298,35,1,2.0,Sim
105299,35,1,2.0,Não
105300,35,1,2.0,Sim
105301,35,1,2.0,Sim
105303,35,1,2.0,Sim
105304,35,1,2.0,Não
105305,35,1,2.0,Não
105306,35,1,2.0,Não
105308,35,1,2.0,Não
105309,35,1,2.0,Não
105310,35,1,2.0,Não
105311,35,1,2.0,Não
105312,35,1,2.0,Não
105316,35,1,2.0,Não
105319,35,1,2.0,Não
105320,35,1,2.0,Não
105322,35,1,2.0,Não
105325,35,1,2.0,Não
105326,35,1,2.0,Não
105327,35,1,2.0,Sim
105330,35,1,2.0,Sim
105331,35,1,2.0,Não
105332,35,1,2.0,Não
105333,35,1,2.0,Sim
105334,35,1,2.0,Não
105335,35,1,2.0,Não
105337,35,1,2.0,Não
105338,35,1,2.0,Sim
105339,35,1,2.0,Sim
105342,35,1,2.0,Sim
105348,35,1,2.0,Sim
105350,35,1,2.0,Sim
105351,35,1,2.0,Sim
105352,35,1,2.0,Sim
105354,35,1,2.0,Sim
105355,35,1,2.0,Sim
105356,35,1,2.0,Sim
105357,35,1,2.0,Sim
105358,35,1,2.0,Não
105359,35,1,2.0,Não
105363,35,1,2.0,Sim
105365,35,1,2.0,Sim
105366,35,1,2.0,Não
105367,35,1,2.0,Não
105368,35,1,2.0,Sim
105369,35,1,2.0,Não
105370,35,1,2.0,Não
105371,35,1,2.0,Sim
105372,35,1,2.0,Não
105373,35,1,2.0,Sim
105375,35,1,2.0,Sim
105376,35,1,2.0,Sim
105377,35,1,2.0,Não
105378,35,1,2.0,Não
105380,35,1,2.0,Não
105382,35,1,2.0,Sim
105383,35,1,2.0,Não
105384,35,1,2.0,Sim
105385,35,1,2.0,Não
105386,35,1,2.0,Sim
105387,35,1,2.0,Não
105389,35,1,2.0,Sim
105390,35,1,2.0,Sim
105391,35,1,2.0,Sim
105393,35,1,2.0,Sim
105395,35,1,2.0,Sim
105398,35,1,2.0,Sim
105399,35,1,2.0,Sim
105400,35,1,2.0,Sim
105402,35,1,2.0,Não
105403,35,1,2.0,Sim
105404,35,1,2.0,Sim
105405,35,1,2.0,Não
105408,35,1,2.0,Sim
105410,35,1,2.0,Sim
105411,35,1,2.0,Sim
105412,35,1,2.0,Não
105414,35,1,2.0,Não
105416,35,1,2.0,Sim
105417,35,1,2.0,Sim
105418,35,1,2.0,Sim
105421,35,1,2.0,Sim
105426,35,1,2.0,Sim
105428,35,1,2.0,Sim
105429,35,1,2.0,Sim
105435,35,1,2.0,Sim
105436,35,1,2.0,Sim
105437,35,1,2.0,Sim
105439,35,1,2.0,Sim
105440,35,1,2.0,Sim
105443,35,1,2.0,Sim
105444,35,1,2.0,Sim
105445,35,1,2.0,Sim
105446,35,1,2.0,Sim
105447,35,1,2.0,Sim
105448,35,1,2.0,Sim
105451,35,1,2.0,Sim
105452,35,1,2.0,Sim
105453,35,1,2.0,Não
105454,35,1,2.0,Sim
105456,35,1,2.0,Sim
105458,35,1,2.0,Sim
105459,35,1,2.0,Sim
105464,35,1,2.0,Sim
105466,35,1,2.0,Sim
105467,35,1,2.0,Sim
105469,35,1,2.0,Sim
105470,35,1,2.0,Sim
105473,35,1,2.0,Sim
105474,35,1,2.0,Sim
105475,35,1,2.0,Sim
105478,35,1,2.0,Sim
105479,35,1,2.0,Sim
105480,35,1,2.0,Sim
105481,35,1,2.0,Sim
105483,35,1,2.0,Sim
105484,35,1,2.0,Sim
105486,35,1,2.0,Sim
105487,35,1,2.0,Sim
105488,35,1,2.0,Sim
105489,35,1,2.0,Sim
105490,35,1,2.0,Sim
105491,35,1,2.0,Sim
105492,35,1,2.0,Sim
105493,35,1,2.0,Sim
105494,35,1,2.0,Sim
105496,35,1,2.0,Sim
105497,35,1,2.0,Sim
105500,35,1,2.0,Não
105502,35,1,2.0,Sim
105504,35,1,2.0,Sim
105507,35,1,2.0,Não
105509,35,1,2.0,Sim
105512,35,1,2.0,Sim
105513,35,1,2.0,Sim
105514,35,1,2.0,Sim
105515,35,1,2.0,Sim
105516,35,1,2.0,Sim
105517,35,1,2.0,Sim
105518,35,1,2.0,Sim
105519,35,1,2.0,Sim
105520,35,1,2.0,Sim
105521,35,1,2.0,Sim
105522,35,1,2.0,Sim
105524,35,1,2.0,Sim
105526,35,1,2.0,Sim
105527,35,1,2.0,Sim
105528,35,1,2.0,Sim
105530,35,1,2.0,Sim
105532,35,1,2.0,Sim
105533,35,1,2.0,Sim
105534,35,1,2.0,Sim
105535,35,1,2.0,Não
105537,35,1,2.0,Sim
105538,35,1,2.0,Sim
105542,35,1,2.0,Sim
105544,35,1,2.0,Sim
105546,35,1,2.0,Não
105547,35,1,2.0,Não
105551,35,1,2.0,Sim
105553,35,1,2.0,Sim
105554,35,1,2.0,Sim
105555,35,1,2.0,Não
105556,35,1,2.0,Sim
105557,35,1,2.0,Sim
105558,35,1,2.0,Sim
105559,35,1,2.0,Sim
105560,35,1,2.0,Sim
105561,35,1,2.0,Sim
105562,35,1,2.0,Sim
105563,35,1,2.0,Sim
105565,35,1,2.0,Sim
105567,35,1,2.0,Não
105568,35,1,2.0,Sim
105571,35,1,2.0,Não
105572,35,1,2.0,Não
105573,35,1,2.0,Sim
105575,35,1,2.0,Sim
105576,35,1,2.0,Não
105578,35,1,2.0,Sim
105579,35,1,2.0,Sim
105580,35,1,2.0,Sim
105583,35,1,2.0,Sim
105585,35,1,2.0,Sim
105587,35,1,2.0,Sim
105589,35,1,2.0,Sim
105591,35,1,2.0,Não
105592,35,1,2.0,Sim
105595,35,1,2.0,Sim
105596,35,1,2.0,Sim
105597,35,1,2.0,Sim
105598,35,1,2.0,Sim
105599,35,1,2.0,Sim
105600,35,1,2.0,Sim
105602,35,1,2.0,Sim
105603,35,1,2.0,Sim
105604,35,1,2.0,Não
105605,35,1,2.0,Não
105608,35,1,2.0,Sim
105609,35,1,2.0,Sim
105610,35,1,2.0,Sim
105612,35,1,2.0,Sim
105613,35,1,2.0,Não
105615,35,1,2.0,Não
105616,35,1,2.0,Não
105618,35,1,2.0,Sim
105619,35,1,2.0,Sim
105621,35,1,2.0,Não
105622,35,1,2.0,Não
105623,35,1,2.0,Sim
105624,35,1,2.0,Não
105625,35,1,2.0,Sim
105626,35,1,2.0,Não
105627,35,1,2.0,Não
105628,35,1,2.0,Sim
105629,35,1,2.0,Não
105631,35,1,2.0,Sim
105633,35,1,2.0,Sim
105635,35,1,2.0,Sim
105639,35,1,2.0,Sim
105640,35,1,2.0,Sim
105641,35,1,2.0,Sim
105642,35,1,2.0,Sim
105643,35,1,2.0,Sim
105644,35,1,2.0,Sim
105647,35,1,2.0,Sim
105648,35,1,2.0,Sim
105649,35,1,2.0,Sim
105650,35,1,2.0,Sim
105653,35,1,2.0,Sim
105654,35,1,2.0,Sim
105656,35,1,2.0,Não
105658,35,1,2.0,Não
105662,35,1,2.0,Sim
105664,35,1,2.0,Sim
105666,35,1,2.0,Sim
105667,35,1,2.0,Sim
105670,35,1,2.0,Sim
105671,35,1,2.0,Sim
105676,35,1,2.0,Sim
105679,35,1,2.0,Não
105680,35,1,2.0,Sim
105681,35,1,2.0,Sim
105682,35,1,2.0,Sim
105683,35,1,2.0,Sim
105684,35,1,2.0,Sim
105688,35,1,2.0,Sim
105689,35,1,2.0,Sim
105690,35,1,2.0,Sim
105691,35,1,2.0,Sim
105692,35,1,2.0,Sim
105694,35,1,2.0,Sim
105695,35,1,2.0,Sim
105696,35,1,2.0,Sim
105697,35,1,2.0,Sim
105699,35,1,2.0,Sim
105700,35,1,2.0,Sim
105701,35,1,2.0,Sim
105702,35,1,2.0,Sim
105703,35,1,2.0,Sim
105704,35,1,2.0,Sim
105706,35,1,2.0,Sim
105707,35,1,2.0,Sim
105708,35,1,2.0,Sim
105709,35,1,2.0,Sim
105710,35,1,2.0,Sim
105711,35,1,2.0,Sim
105713,35,1,2.0,Sim
105716,35,1,2.0,Sim
105718,35,1,2.0,Sim
105720,35,1,2.0,Sim
105722,35,1,2.0,Sim
105725,35,1,2.0,Sim
105728,35,1,2.0,Sim
105729,35,1,2.0,Sim
105730,35,1,2.0,Não
105731,35,1,2.0,Não
105732,35,1,2.0,Não
105734,35,1,2.0,Não
105738,35,1,2.0,Não
105739,35,1,2.0,Não
105746,35,1,2.0,Não
105747,35,1,2.0,Não
105748,35,1,2.0,Não
105749,35,1,2.0,Sim
105750,35,1,2.0,Sim
105752,35,1,2.0,Sim
105753,35,1,2.0,Sim
105755,35,1,2.0,Sim
105756,35,1,2.0,Sim
105758,35,1,2.0,Não
105759,35,1,2.0,Não
105762,35,1,2.0,Sim
105763,35,1,2.0,Sim
105764,35,1,2.0,Sim
105765,35,1,2.0,Sim
105766,35,1,2.0,Sim
105767,35,1,2.0,Sim
105768,35,1,2.0,Sim
105769,35,1,2.0,Sim
105771,35,1,2.0,Sim
105772,35,1,2.0,Sim
105773,35,1,2.0,Sim
105774,35,1,2.0,Sim
105776,35,1,2.0,Sim
105777,35,1,2.0,Sim
105780,35,1,2.0,Não
105781,35,1,2.0,Sim
105782,35,1,2.0,Sim
105785,35,1,2.0,Sim
105787,35,1,2.0,Sim
105788,35,1,2.0,Sim
105790,35,1,2.0,Sim
105791,35,1,2.0,Não
105792,35,1,2.0,Não
105793,35,1,2.0,Sim
105796,35,1,2.0,Não
105797,35,1,2.0,Sim
105798,35,1,2.0,Sim
105799,35,1,2.0,Sim
105800,35,1,2.0,Sim
105801,35,1,2.0,Sim
105802,35,1,2.0,Sim
105803,35,1,2.0,Sim
105805,35,1,2.0,Sim
105807,35,1,2.0,Sim
105809,35,1,2.0,Sim
105811,35,1,2.0,Sim
105812,35,1,2.0,Sim
105813,35,1,2.0,Sim
105815,35,1,2.0,Sim
105816,35,1,2.0,Sim
105819,35,1,2.0,Sim
105820,35,1,2.0,Sim
105821,35,1,2.0,Sim
105822,35,1,2.0,Sim
105823,35,1,2.0,Sim
105824,35,1,2.0,Sim
105825,35,1,2.0,Sim
105826,35,1,2.0,Sim
105827,35,1,2.0,Sim
105829,35,1,2.0,Sim
105831,35,1,2.0,Sim
105832,35,1,2.0,Sim
105835,35,1,2.0,Sim
105837,35,1,2.0,Sim
105839,35,1,2.0,Sim
105840,35,1,2.0,Sim
105841,35,1,2.0,Sim
105842,35,1,2.0,Sim
105843,35,1,2.0,Sim
105845,35,1,2.0,Sim
105846,35,1,2.0,Sim
105847,35,1,2.0,Sim
105848,35,1,2.0,Sim
105849,35,1,2.0,Sim
105850,35,1,2.0,Sim
105852,35,1,2.0,Sim
105854,35,1,2.0,Sim
105856,35,1,2.0,Sim
105857,35,1,2.0,Sim
105859,35,1,2.0,Sim
105861,35,1,2.0,Sim
105862,35,1,2.0,Sim
105863,35,1,2.0,Sim
105865,35,1,2.0,Sim
105866,35,1,2.0,Sim
105867,35,1,2.0,Sim
105868,35,1,2.0,Sim
105869,35,1,2.0,Sim
105870,35,1,2.0,Sim
105872,35,1,2.0,Sim
105873,35,1,2.0,Sim
105874,35,1,2.0,Sim
105875,35,1,2.0,Sim
105876,35,1,2.0,Sim
105878,35,1,2.0,Sim
105880,35,1,2.0,Sim
105882,35,1,2.0,Sim
105883,35,1,2.0,Sim
105884,35,1,2.0,Sim
105885,35,1,2.0,Sim
105888,35,1,2.0,Sim
105889,35,1,2.0,Sim
105890,35,1,2.0,Sim
105891,35,1,2.0,Sim
105892,35,1,2.0,Sim
105895,35,1,2.0,Sim
105897,35,1,2.0,Sim
105898,35,1,2.0,Sim
105899,35,1,2.0,Sim
105900,35,1,2.0,Sim
105901,35,1,2.0,Sim
105903,35,1,2.0,Sim
105904,35,1,2.0,Sim
105905,35,1,2.0,Não
105906,35,1,2.0,Sim
105908,35,1,2.0,Sim
105909,35,1,2.0,Sim
105911,35,1,2.0,Sim
105913,35,1,2.0,Sim
105914,35,1,2.0,Não
105915,35,1,2.0,Não
105916,35,1,2.0,Não
105917,35,1,2.0,Não
105918,35,1,2.0,Não
105921,35,1,2.0,Não
105922,35,1,2.0,Não
105923,35,1,2.0,Não
105924,35,1,2.0,Não
105926,35,1,2.0,Não
105929,35,1,2.0,Não
105931,35,1,2.0,Não
105932,35,1,2.0,Não
105933,35,1,2.0,Não
105934,35,1,2.0,Não
105935,35,1,2.0,Não
105937,35,1,2.0,Sim
105939,35,1,2.0,Não
105940,35,1,2.0,Não
105941,35,1,2.0,Não
105945,35,1,2.0,Sim
105947,35,1,2.0,Não
105948,35,1,2.0,Sim
105957,35,1,2.0,Sim
105958,35,1,2.0,Sim
105960,35,1,2.0,Sim
105961,35,1,2.0,Sim
105962,35,1,2.0,Sim
105963,35,1,2.0,Sim
105964,35,1,2.0,Sim
105965,35,1,2.0,Não
105966,35,1,2.0,Não
105967,35,1,2.0,Não
105968,35,1,2.0,Não
105969,35,1,2.0,Sim
105970,35,1,2.0,Não
105971,35,1,2.0,Não
105972,35,1,2.0,Não
105975,35,1,2.0,Não
105977,35,1,2.0,Não
105978,35,1,2.0,Não
105979,35,1,2.0,Não
105980,35,1,2.0,Não
105981,35,1,2.0,Sim
105982,35,1,2.0,Sim
105983,35,1,2.0,Não
105984,35,1,2.0,Sim
105985,35,1,2.0,Não
105986,35,1,2.0,Não
105987,35,1,2.0,Não
105988,35,1,2.0,Não
105989,35,1,2.0,Não
105991,35,1,2.0,Não
105992,35,1,2.0,Não
105993,35,1,2.0,Não
105994,35,1,2.0,Não
105995,35,1,2.0,Não
105996,35,1,2.0,Não
105997,35,1,2.0,Não
105999,35,1,2.0,Não
106000,35,1,2.0,Não
106001,35,1,2.0,Não
106002,35,1,2.0,Sim
106004,35,1,2.0,Não
106007,35,1,2.0,Não
106008,35,1,2.0,Não
106009,35,1,2.0,Sim
106010,35,1,2.0,Sim
106011,35,1,2.0,Sim
106012,35,1,2.0,Sim
106013,35,1,2.0,Sim
106014,35,1,2.0,Sim
106016,35,1,2.0,Sim
106017,35,1,2.0,Não
106018,35,1,2.0,Sim
106019,35,1,2.0,Sim
106020,35,1,2.0,Sim
106022,35,1,2.0,Sim
106023,35,1,2.0,Sim
106025,35,1,2.0,Sim
106026,35,1,2.0,Sim
106027,35,1,2.0,Sim
106028,35,1,2.0,Sim
106029,35,1,2.0,Sim
106030,35,1,2.0,Sim
106032,35,1,2.0,Sim
106033,35,1,2.0,Sim
106034,35,1,2.0,Sim
106035,35,1,2.0,Sim
106037,35,1,2.0,Sim
106039,35,1,2.0,Não
106041,35,1,2.0,Sim
106042,35,1,2.0,Não
106043,35,1,2.0,Sim
106046,35,1,2.0,Não
106047,35,1,2.0,Sim
106051,35,1,2.0,Não
106053,35,1,2.0,Não
106054,35,1,2.0,Sim
106055,35,1,2.0,Não
106056,35,1,2.0,Não
106057,35,1,2.0,Não
106058,35,1,2.0,Sim
106063,35,1,2.0,Não
106064,35,1,2.0,Não
106065,35,1,2.0,Sim
106066,35,1,2.0,Não
106067,35,1,2.0,Não
106070,35,1,2.0,Sim
106073,35,1,2.0,Sim
106078,35,1,2.0,Sim
106080,35,1,2.0,Sim
106082,35,1,2.0,Sim
106085,35,1,2.0,Sim
106086,35,1,2.0,Sim
106088,35,1,2.0,Sim
106090,35,1,2.0,Sim
106091,35,1,2.0,Sim
106094,35,1,2.0,Sim
106097,35,1,2.0,Sim
106098,35,1,2.0,Sim
106099,35,1,2.0,Sim
106100,35,1,2.0,Não
106101,35,1,2.0,Não
106102,35,1,2.0,Sim
106104,35,1,2.0,Não
106105,35,1,2.0,Não
106106,35,1,2.0,Sim
106107,35,1,2.0,Não
106108,35,1,2.0,Não
106109,35,1,2.0,Não
106110,35,1,2.0,Não
106112,35,1,2.0,Não
106114,35,1,2.0,Não
106115,35,1,2.0,Sim
106116,35,1,2.0,Sim
106117,35,1,2.0,Sim
106118,35,1,2.0,Sim
106119,35,1,2.0,Sim
106123,35,1,2.0,Sim
106124,35,1,2.0,Sim
106125,35,1,2.0,Sim
106126,35,1,2.0,Sim
106129,35,1,2.0,Sim
106130,35,1,2.0,Sim
106132,35,1,2.0,Sim
106134,35,1,2.0,Sim
106135,35,1,2.0,Sim
106136,35,1,2.0,Não
106138,35,1,2.0,Sim
106139,35,1,2.0,Sim
106140,35,1,2.0,Sim
106141,35,1,2.0,Sim
106142,35,1,2.0,Sim
106144,35,1,2.0,Sim
106145,35,1,2.0,Sim
106148,35,1,2.0,Sim
106149,35,1,2.0,Sim
106150,35,1,2.0,Sim
106152,35,1,2.0,Não
106156,35,1,2.0,Não
106157,35,1,2.0,Sim
106159,35,1,2.0,Não
106160,35,1,2.0,Não
106162,35,1,2.0,Não
106164,35,1,2.0,Não
106165,35,1,2.0,Não
106166,35,1,2.0,Não
106167,35,1,2.0,Não
106169,35,1,2.0,Não
106170,35,1,2.0,Não
106171,35,1,2.0,Sim
106172,35,1,2.0,Não
106174,35,1,2.0,Sim
106176,35,1,2.0,Sim
106177,35,1,2.0,Sim
106178,35,1,2.0,Sim
106179,35,1,2.0,Sim
106180,35,1,2.0,Sim
106181,35,1,2.0,Sim
106182,35,1,2.0,Sim
106183,35,1,2.0,Sim
106184,35,1,2.0,Sim
106185,35,1,2.0,Sim
106186,35,1,2.0,Sim
106190,35,1,2.0,Sim
106192,35,1,2.0,Sim
106193,35,1,2.0,Sim
106194,35,1,2.0,Sim
106195,35,1,2.0,Sim
106197,35,1,2.0,Sim
106198,35,1,2.0,Sim
106199,35,1,2.0,Sim
106200,35,1,2.0,Sim
106202,35,1,2.0,Sim
106204,35,1,2.0,Sim
106205,35,1,2.0,Sim
106207,35,1,2.0,Sim
106208,35,1,2.0,Não
106214,35,1,2.0,Sim
106216,35,1,2.0,Sim
106217,35,1,2.0,Sim
106218,35,1,2.0,Sim
106219,35,1,2.0,Sim
106221,35,1,2.0,Não
106222,35,1,2.0,Sim
106224,35,1,2.0,Não
106228,35,1,2.0,Sim
106230,35,1,2.0,Sim
106232,35,1,2.0,Sim
106233,35,1,2.0,Não
106234,35,1,2.0,Sim
106235,35,1,2.0,Sim
106236,35,1,2.0,Sim
106237,35,1,2.0,Sim
106240,35,1,2.0,Não
106243,35,1,2.0,Não
106244,35,1,2.0,Não
106245,35,1,2.0,Sim
106246,35,1,2.0,Sim
106247,35,1,2.0,Sim
106249,35,1,2.0,Não
106251,35,1,2.0,Sim
106252,35,1,2.0,Sim
106253,35,1,2.0,Sim
106254,35,1,2.0,Sim
106256,35,1,2.0,Sim
106257,35,1,2.0,Sim
106258,35,1,2.0,Sim
106261,35,1,2.0,Não
106262,35,1,2.0,Sim
106264,35,1,2.0,Não
106265,35,1,2.0,Sim
106266,35,1,2.0,Sim
106267,35,1,2.0,Sim
106268,35,1,2.0,Sim
106269,35,1,2.0,Sim
106271,35,1,2.0,Sim
106272,35,1,2.0,Não
106274,35,1,2.0,Sim
106275,35,1,2.0,Sim
106276,35,1,2.0,Sim
106279,35,1,2.0,Sim
106280,35,1,2.0,Sim
106282,35,1,2.0,Sim
106285,35,1,2.0,Sim
106287,35,1,2.0,Sim
106289,35,1,2.0,Sim
106291,35,1,2.0,Sim
106293,35,1,2.0,Não
106295,35,1,2.0,Sim
106296,35,1,2.0,Sim
106297,35,1,2.0,Sim
106299,35,1,2.0,Sim
106300,35,1,2.0,Sim
106301,35,1,2.0,Sim
106302,35,1,2.0,Sim
106303,35,1,2.0,Sim
106306,35,1,2.0,Sim
106308,35,1,2.0,Não
106312,35,1,2.0,Não
106313,35,1,2.0,Não
106314,35,1,2.0,Não
106317,35,1,2.0,Não
106318,35,1,2.0,Não
106319,35,1,2.0,Não
106320,35,1,2.0,Não
106325,35,1,2.0,Não
106328,35,1,2.0,Não
106329,35,1,2.0,Não
106332,35,1,2.0,Não
106334,35,1,2.0,Não
106335,35,1,2.0,Não
106337,35,1,2.0,Sim
106339,35,1,2.0,Não
106342,35,1,2.0,Não
106343,35,1,2.0,Não
106344,35,1,2.0,Sim
106345,35,1,2.0,Sim
106346,35,1,2.0,Não
106348,35,1,2.0,Sim
106349,35,1,2.0,Não
106351,35,4,2.0,Não
106352,35,4,2.0,Não
106354,35,4,2.0,Não
106359,35,4,2.0,Não
106360,35,4,2.0,Não
106361,35,4,2.0,Não
106363,35,4,2.0,Não
106364,35,4,2.0,Não
106365,35,4,2.0,Não
106366,35,4,2.0,Não
106368,35,4,2.0,Não
106370,35,4,2.0,Não
106371,35,1,2.0,Sim
106374,35,1,2.0,Não
106375,35,1,2.0,Sim
106376,35,1,2.0,Sim
106378,35,1,2.0,Sim
106380,35,1,2.0,Sim
106381,35,1,2.0,Sim
106385,35,1,2.0,Sim
106386,35,1,2.0,Sim
106391,35,1,2.0,Sim
106393,35,1,2.0,Sim
106394,35,1,2.0,Sim
106395,35,1,2.0,Não
106396,35,1,2.0,Sim
106397,35,1,2.0,Sim
106398,35,1,2.0,Sim
106399,35,1,2.0,Sim
106400,35,1,2.0,Sim
106401,35,1,2.0,Sim
106402,35,1,2.0,Sim
106403,35,1,2.0,Sim
106405,35,1,2.0,Sim
106406,35,1,2.0,Sim
106409,35,1,2.0,Não
106410,35,1,2.0,Sim
106411,35,1,2.0,Sim
106412,35,1,2.0,Sim
106415,35,1,2.0,Sim
106419,35,1,2.0,Sim
106420,35,1,2.0,Sim
106421,35,1,2.0,Sim
106422,35,1,2.0,Sim
106423,35,1,2.0,Sim
106424,35,1,2.0,Sim
106426,35,1,2.0,Sim
106427,35,1,2.0,Sim
106428,35,1,2.0,Sim
106429,35,1,2.0,Sim
106430,35,1,2.0,Sim
106431,35,1,2.0,Sim
106432,35,1,2.0,Sim
106434,35,1,2.0,Sim
106435,35,1,2.0,Sim
106436,35,1,2.0,Sim
106437,35,1,2.0,Sim
106439,35,1,2.0,Sim
106440,35,1,2.0,Não
106441,35,1,2.0,Sim
106442,35,1,2.0,Sim
106443,35,1,2.0,Sim
106444,35,1,2.0,Sim
106445,35,1,2.0,Sim
106446,35,1,2.0,Sim
106448,35,1,2.0,Sim
106449,35,1,2.0,Sim
106450,35,1,2.0,Sim
106451,35,1,2.0,Sim
106454,35,1,2.0,Sim
106456,35,1,2.0,Sim
106457,35,1,2.0,Sim
106458,35,1,2.0,Sim
106460,35,1,2.0,Sim
106461,35,1,2.0,Sim
106463,35,1,2.0,Sim
106464,35,1,2.0,Sim
106466,35,1,2.0,Sim
106467,35,1,2.0,Sim
106468,35,1,2.0,Sim
106469,35,1,2.0,Sim
106471,35,1,2.0,Sim
106474,35,1,2.0,Sim
106479,35,1,2.0,Não
106480,35,1,2.0,Não
106481,35,1,2.0,Sim
106482,35,1,2.0,Sim
106483,35,1,2.0,Sim
106484,35,1,2.0,Sim
106486,35,1,2.0,Não
106487,35,1,2.0,Sim
106488,35,1,2.0,Sim
106489,35,1,2.0,Sim
106490,35,1,2.0,Sim
106492,35,1,2.0,Sim
106493,35,1,2.0,Sim
106494,35,1,2.0,Sim
106495,35,1,2.0,Sim
106496,35,1,2.0,Sim
106497,35,1,2.0,Sim
106498,35,1,2.0,Sim
106499,35,1,2.0,Sim
106500,35,1,2.0,Sim
106501,35,1,2.0,Não
106502,35,1,2.0,Sim
106504,35,1,2.0,Sim
106505,35,1,2.0,Sim
106506,35,1,2.0,Sim
106507,35,1,2.0,Sim
106508,35,1,2.0,Sim
106512,35,1,2.0,Sim
106513,35,1,2.0,Sim
106517,35,1,2.0,Sim
106518,35,1,2.0,Sim
106519,35,1,2.0,Sim
106520,35,1,2.0,Sim
106524,35,1,2.0,Sim
106526,35,1,2.0,Sim
106527,35,1,2.0,Sim
106528,35,1,2.0,Sim
106529,35,1,2.0,Sim
106530,35,1,2.0,Sim
106532,35,1,2.0,Sim
106533,35,1,2.0,Sim
106534,35,1,2.0,Sim
106535,35,1,2.0,Sim
106536,35,1,2.0,Não
106537,35,1,2.0,Sim
106538,35,1,2.0,Não
106539,35,1,2.0,Sim
106540,35,1,2.0,Não
106541,35,1,2.0,Não
106542,35,1,2.0,Não
106543,35,1,2.0,Não
106544,35,1,2.0,Não
106545,35,1,2.0,Não
