,Estado,Acesso a internet em casa,Acesso através de 3g ou 4g,Acesso por banda larga,Acesso por microcomputador,Acesso por celular,Número de TV de tela fina,Número de TV de tubo,Tem TV por assinatura,Tem TV por sinal aberto
86070,33,2.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,1.0
86073,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,1.0
86074,33,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
86076,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,1.0
86078,33,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
86080,33,2.0,2.0,4.0,2.0,4.0,2.0,0.0,3.0,1.0
86081,33,2.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,1.0
86084,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86085,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86086,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0
86088,33,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0
86089,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0
86090,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86091,33,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
86092,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86094,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86096,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86100,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86102,33,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
86103,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86110,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
86111,33,2.0,2.0,4.0,4.0,2.0,2.0,0.0,1.0,1.0
86112,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
86113,33,2.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0
86114,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
86117,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86118,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
86119,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86120,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86121,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
86125,33,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86126,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86128,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0
86129,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86130,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86132,33,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0
86133,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86134,33,2.0,2.0,2.0,2.0,2.0,0.0,4.0,1.0,1.0
86135,33,2.0,2.0,2.0,2.0,4.0,0.0,2.0,1.0,1.0
86136,33,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
86137,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86138,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86140,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86141,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86142,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86144,33,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
86145,33,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
86146,33,2.0,2.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
86147,33,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
86149,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86150,33,2.0,2.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0
86151,33,2.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
86152,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86153,33,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
86156,33,2.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0
86157,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
86159,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86160,33,2.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0
86161,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86162,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86164,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86165,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86167,33,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0
86168,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86169,33,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86170,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86171,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86172,33,2.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
86173,33,2.0,2.0,2.0,2.0,2.0,8.0,0.0,1.0,1.0
86174,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
86175,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86176,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86177,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86178,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
86179,33,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
86183,33,2.0,4.0,2.0,2.0,2.0,5.0,0.0,1.0,1.0
86185,33,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0
86186,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86187,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86188,33,2.0,4.0,2.0,2.0,2.0,6.0,0.0,1.0,1.0
86189,33,2.0,2.0,2.0,2.0,2.0,0.0,4.0,1.0,1.0
86191,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
86192,33,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
86193,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86195,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86196,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
86198,33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
86199,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86203,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0
86204,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
86205,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86207,33,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0
86208,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
86210,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86211,33,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
86213,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
86215,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
86216,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
86217,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
86218,33,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86219,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86222,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
86224,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,3.0
86225,33,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,5.0
86230,33,2.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0
86234,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0
86235,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86237,33,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
86238,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,5.0
86239,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86240,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86241,33,2.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0
86244,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86245,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86246,33,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0
86247,33,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0
86249,33,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0
86252,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86253,33,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
86255,33,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
86257,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
86259,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86261,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86262,33,2.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,3.0
86267,33,2.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,1.0
86268,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0
86269,33,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0
86271,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86274,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86275,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86276,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86277,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86278,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
86281,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,5.0
86283,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86284,33,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
86285,33,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0
86286,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86287,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
86289,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
86290,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,3.0,1.0
86291,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86292,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
86293,33,2.0,4.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0
86294,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
86295,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
86297,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
86298,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86300,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86301,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86303,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86305,33,2.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0
86306,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86307,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
86309,33,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86310,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
86313,33,2.0,4.0,2.0,2.0,4.0,4.0,0.0,1.0,1.0
86314,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86316,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86317,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
86318,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
86320,33,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0
86321,33,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
86322,33,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0
86324,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86326,33,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
86327,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
86328,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86329,33,2.0,4.0,2.0,2.0,4.0,0.0,3.0,3.0,3.0
86330,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
86331,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86332,33,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
86333,33,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
86334,33,2.0,2.0,2.0,2.0,4.0,4.0,0.0,1.0,1.0
86338,33,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
86340,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86344,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86345,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
86347,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
86348,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,3.0,3.0
86352,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
86353,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
86357,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0
86359,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
86360,33,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
86361,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86362,33,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
86365,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86366,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86368,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86369,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86370,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
86371,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86374,33,2.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0
86375,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0
86376,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86377,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86379,33,2.0,4.0,2.0,2.0,4.0,0.0,3.0,1.0,3.0
86381,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
86382,33,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86383,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
86384,33,2.0,4.0,2.0,2.0,2.0,5.0,0.0,1.0,1.0
86385,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86386,33,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0
86388,33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
86389,33,2.0,4.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0
86391,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
86392,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86396,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86397,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
86398,33,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86399,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86401,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,1.0
86402,33,2.0,4.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
86403,33,2.0,4.0,2.0,4.0,2.0,3.0,0.0,1.0,1.0
86404,33,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86405,33,2.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0
86406,33,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86407,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86408,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
86409,33,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86410,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0
86411,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86412,33,2.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
86413,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86414,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
86416,33,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
86417,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86418,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86419,33,2.0,4.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0
86420,33,2.0,4.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0
86421,33,2.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
86423,33,2.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0
86424,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
86425,33,2.0,2.0,4.0,4.0,2.0,3.0,0.0,1.0,1.0
86427,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0
86429,33,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0
86430,33,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0
86431,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86432,33,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
86433,33,2.0,2.0,4.0,2.0,4.0,0.0,3.0,3.0,3.0
86434,33,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
86435,33,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86436,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
86437,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86438,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86439,33,2.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
86440,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86441,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86442,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86446,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
86449,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86451,33,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0
86452,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
86456,33,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
86457,33,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
86458,33,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86459,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86461,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86462,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0
86463,33,2.0,2.0,4.0,2.0,4.0,0.0,2.0,3.0,3.0
86464,33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
86465,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86467,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86469,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
86470,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86471,33,2.0,4.0,2.0,2.0,4.0,0.0,3.0,1.0,1.0
86472,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86473,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86474,33,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
86475,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
86478,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86479,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86480,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
86481,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86482,33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
86483,33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
86484,33,2.0,2.0,4.0,2.0,4.0,0.0,2.0,1.0,3.0
86485,33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
86487,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
86488,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86489,33,2.0,4.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0
86490,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
86491,33,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
86492,33,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86493,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
86494,33,2.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0
86496,33,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86498,33,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86499,33,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
86500,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86502,33,2.0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0
86503,33,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86504,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86506,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
86508,33,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
86509,33,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
86511,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
86513,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0
86516,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0
86523,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0
86524,33,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0
86525,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
86526,33,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86527,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
86528,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
86534,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
86537,33,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,3.0
86538,33,2.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0
86539,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
86540,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86542,33,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,1.0
86543,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
86544,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
86546,33,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0
86548,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,3.0
86549,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
86551,33,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0
86555,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
86558,33,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0
86559,33,2.0,2.0,4.0,2.0,4.0,0.0,1.0,3.0,3.0
86565,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
86566,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
86567,33,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0
86569,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
86570,33,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
86571,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0
86573,33,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0
86574,33,2.0,2.0,4.0,2.0,2.0,1.0,0.0,1.0,3.0
86578,33,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0
86579,33,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0
86584,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
86589,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
86590,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0
86591,33,2.0,4.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
86593,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
86595,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0
86596,33,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,5.0
