,Estado,Acesso a internet em casa,Acesso através de 3g ou 4g,Acesso por banda larga,Acesso por microcomputador,Acesso por celular,Número de TV de tela fina,Número de TV de tubo,Tem TV por assinatura,Tem TV por sinal aberto
104932,35,2.0,2.0,4.0,2.0,4.0,1.0,1.0,3.0,1.0
104934,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104938,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
104942,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
104943,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104944,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104945,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104946,35,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,1.0
104948,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
104949,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104952,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
104954,35,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0
104956,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104957,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104959,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,5.0
104960,35,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
104962,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
104963,35,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0
104964,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,5.0
104965,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104967,35,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
104968,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,5.0
104970,35,2.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0
104972,35,2.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,5.0
104975,35,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
104981,35,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
104983,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
104988,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104989,35,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
104991,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,3.0
104992,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
104994,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0
104995,35,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
104996,35,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,5.0
104997,35,2.0,2.0,2.0,2.0,2.0,6.0,0.0,1.0,1.0
104999,35,2.0,4.0,2.0,2.0,2.0,0.0,2.0,1.0,5.0
105000,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
105004,35,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0
105006,35,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
105009,35,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
105010,35,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
105011,35,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
105014,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
105016,35,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0
105017,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
105018,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
105019,35,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0
105020,35,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
105021,35,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
105028,35,2.0,2.0,4.0,2.0,4.0,2.0,0.0,1.0,1.0
105029,35,2.0,4.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
105030,35,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
105034,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
105035,35,2.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,3.0
105036,35,2.0,2.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0
105039,35,2.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0
105040,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
105041,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
105044,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
105048,35,2.0,2.0,4.0,2.0,4.0,0.0,1.0,3.0,1.0
105051,35,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0
105053,35,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
105055,35,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0
105056,35,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
105059,35,2.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0
105065,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
105068,35,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0
105069,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,1.0
105073,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
105077,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
105080,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,1.0
105081,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
105083,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
105085,35,2.0,4.0,2.0,2.0,4.0,4.0,0.0,1.0,5.0
105086,35,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
105091,35,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
105096,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
105099,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0
105101,35,2.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0
105103,35,2.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0
105104,35,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0
105108,35,2.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0
105109,35,2.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0
105110,35,2.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,3.0
105111,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0
105112,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105118,35,2.0,4.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0
105121,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0
105123,35,2.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0
105125,35,2.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0
105127,35,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0
105128,35,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
105129,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0
105131,35,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
105132,35,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0
105133,35,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0
105134,35,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0
105135,35,2.0,2.0,2.0,2.0,2.0,0.0,4.0,1.0,1.0
105137,35,2.0,2.0,4.0,4.0,2.0,2.0,0.0,1.0,1.0
105138,35,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
105139,35,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
105141,35,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
105142,35,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0
105143,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
105145,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
105148,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
105149,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
105151,35,2.0,2.0,2.0,4.0,2.0,1.0,0.0,3.0,1.0
105152,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
105158,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
105160,35,2.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,1.0
105161,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
105162,35,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
105163,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
105165,35,2.0,2.0,2.0,4.0,2.0,1.0,0.0,3.0,1.0
105166,35,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
105167,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
105168,35,2.0,4.0,2.0,2.0,4.0,0.0,4.0,1.0,3.0
105172,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
105173,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
105175,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
105178,35,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0
105180,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
105182,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0
105183,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,1.0
105185,35,2.0,4.0,2.0,2.0,4.0,0.0,3.0,1.0,1.0
105186,35,2.0,4.0,2.0,2.0,4.0,0.0,3.0,1.0,1.0
105187,35,2.0,4.0,2.0,2.0,4.0,0.0,3.0,1.0,1.0
105188,35,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
105191,35,2.0,4.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
105193,35,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
105194,35,2.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,1.0
105195,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
105196,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
105197,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
105198,35,2.0,2.0,2.0,2.0,2.0,0.0,4.0,1.0,1.0
105201,35,2.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0
105203,35,2.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0
105211,35,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0
105212,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105213,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
105214,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
105215,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105216,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
105228,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105232,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105234,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
105236,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
105237,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
105240,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105242,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105244,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
105245,35,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
105250,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
105256,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
105259,35,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0
105260,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
105261,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105262,35,2.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0
105264,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105266,35,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
105268,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
105270,35,2.0,2.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
105272,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105273,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105274,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
105276,35,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0
105278,35,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0
105279,35,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
105280,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
105281,35,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0
105282,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
105287,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105290,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
105295,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
105296,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
105297,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0
105300,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
105301,35,2.0,2.0,4.0,2.0,2.0,3.0,0.0,1.0,3.0
105302,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
105303,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,3.0
105305,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105306,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0
105307,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,5.0
105310,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,5.0
105312,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
105313,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
105314,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0
105315,35,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,5.0
105316,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0
105317,35,2.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0
105319,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
105320,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,5.0
105321,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,5.0
105322,35,2.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
105323,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
105326,35,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
105327,35,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
105329,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,3.0
105330,35,2.0,4.0,2.0,2.0,4.0,6.0,0.0,1.0,1.0
105331,35,2.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,1.0
105332,35,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0
105336,35,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0
105337,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0
105339,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
105340,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105342,35,2.0,4.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
105345,35,2.0,2.0,4.0,4.0,2.0,0.0,2.0,1.0,3.0
105347,35,2.0,4.0,2.0,2.0,4.0,4.0,0.0,1.0,1.0
105349,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
105351,35,2.0,4.0,2.0,4.0,2.0,0.0,3.0,1.0,3.0
105353,35,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
105357,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,5.0
105358,35,2.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0
105364,35,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
105365,35,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0
105367,35,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
105370,35,2.0,4.0,4.0,2.0,4.0,0.0,2.0,3.0,3.0
105373,35,2.0,4.0,4.0,2.0,4.0,1.0,0.0,3.0,5.0
105374,35,2.0,4.0,4.0,2.0,4.0,0.0,1.0,3.0,3.0
105378,35,2.0,4.0,2.0,2.0,4.0,0.0,3.0,1.0,1.0
105380,35,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0
105381,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,5.0
105388,35,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0
105391,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0
105394,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105395,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
105396,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,5.0
105397,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
105399,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,5.0
105402,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,5.0
105403,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
105404,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
105405,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
105406,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105408,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
105411,35,2.0,2.0,4.0,2.0,4.0,1.0,0.0,1.0,3.0
105413,35,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0
105414,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
105415,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
105416,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
105418,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
105419,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0
105420,35,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
105426,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
105428,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
105430,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0
105431,35,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0
105432,35,2.0,4.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0
105433,35,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0
105434,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105435,35,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0
105438,35,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0
105440,35,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0
105441,35,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,5.0
105445,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
105447,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
105448,35,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0
105449,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
105450,35,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
105451,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105452,35,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0
105453,35,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0
105456,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105457,35,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0
105458,35,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
105459,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
105461,35,2.0,4.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0
105462,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105463,35,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
105464,35,2.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0
105465,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
105466,35,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
105467,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0
105468,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
105471,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105473,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
105474,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105475,35,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0
105476,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
105478,35,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0
105479,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
105481,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
105483,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,1.0
105485,35,2.0,2.0,4.0,2.0,2.0,1.0,0.0,3.0,3.0
105488,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
105489,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0
105490,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
105495,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
105496,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
105499,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
105505,35,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
105506,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
105509,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105511,35,2.0,4.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
105515,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
105517,35,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
105518,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0
105519,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
105522,35,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
105524,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0
105526,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105527,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
105528,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
105529,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
105531,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
105533,35,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
105534,35,2.0,4.0,2.0,2.0,2.0,0.0,4.0,3.0,3.0
105535,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
105536,35,2.0,4.0,2.0,2.0,2.0,0.0,5.0,1.0,3.0
105538,35,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
105539,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0
105540,35,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
105541,35,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0
105545,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
105547,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
105548,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
105550,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
105552,35,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0
105553,35,2.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,3.0
105555,35,2.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
105556,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,1.0
105558,35,2.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,1.0
105560,35,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0
105562,35,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
105563,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
105564,35,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0
105567,35,2.0,2.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
105568,35,2.0,2.0,4.0,2.0,4.0,0.0,2.0,1.0,1.0
105569,35,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
105570,35,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
105571,35,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0
105572,35,2.0,2.0,2.0,2.0,4.0,0.0,1.0,3.0,1.0
105575,35,2.0,2.0,2.0,2.0,4.0,0.0,2.0,1.0,1.0
105576,35,2.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0
105577,35,2.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
105578,35,2.0,2.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
105579,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
